"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"84","128.70882306310284","118.89004486419341","0.11328125","0.2138671875","0.0126953125","2584","0.00045549660684662715","36","0.00045549660684662715","0","0.00045549660684662715","0.00045549660684662715","83:0.0032027589136729984;85:0.003867186031273423","83:68;85:68","83:0.002531686148323886;85:0.002595316658729252","0.11328125","Yes"
"85","157.03573086665955","62.628668440475685","0.004150390625","0.0078125","0.00048828125","2584","0.0003518630805804733","36","0.0003518630805804733","0","0.0003518630805804733","0.0003518630805804733","77:0.0026496955537421707;86:0.003175020788149352;84:0.003867186031273423","77:68;86:68;84:68","77:0.003638101446794384;86:0.008457083676465305;84:0.002595316658729252","0.004150390625","Yes"
"86","284.5978049236829","69.77704490302294","0.004150390625","0.00732421875","0.0009765625","2584","0.0003667615589838927","36","0.0003667615589838927","0","0.0003667615589838927","0.0003667615589838927","85:0.003175020788149352;87:0.0029401290840448957","85:68;87:68","85:0.008457083676465305;87:0.006657568116914175","0.004150390625","Yes"
"87","189.50811661959176","145.30796956175146","0.00927734375","0.017578125","0.0009765625","2584","0.0005025465542239032","36","0.0005025465542239032","0","0.0005025465542239032","0.0005025465542239032","86:0.0029401290840448957;88:0.0017279029598977758;97:0.0018928589604387813","86:68;88:68;97:68","86:0.006657568116914175;88:0.0018585097453344412;97:0.0017990041139869795","0.00927734375","Yes"
"88","194.54158798823457","158.313267392853","0.020263671875","0.02734375","0.01318359375","2584","0.00020321773759826228","36","0.00020321773759826228","0","0.00020321773759826228","0.00020321773759826228","87:0.0017279029598977758;89:0.0014061489863711751","87:68;89:68","87:0.0018585097453344412;89:0.0017793934930100397","0.020263671875","Yes"
"89","303.20424854944014","280.62639730751215","0.0126953125","0.017578125","0.0078125","2584","0.00017528847719551927","36","0.00017528847719551927","0","0.00017528847719551927","0.00017528847719551927","90:0.0031544224126345;88:0.0014061489863711751;78:0.0017134127083574535","90:68;88:68;78:68","90:0.0035736998374051865;88:0.0017793934930100397;78:0.0016632664311640177","0.0126953125","Yes"
"90","57.975876989860694","70.45752053691075","0.0234375","0.03759765625","0.00927734375","2584","0.0011965313191954624","36","0.0011965313191954624","0","0.0011965313191954624","0.0011965313191954624","89:0.0031544224126345;91:0.003926150553016927","89:68;91:80","89:0.0035736998374051865;91:0.003021986604952176","0.0234375","Yes"
"91","143.39443403872914","216.53347071654176","0.0126953125","0.02197265625","0.00341796875","2584","0.0003195591061477788","36","0.0003195591061477788","0","0.0003195591061477788","0.0003195591061477788","98:0.0016212729279961313;90:0.003926150553016927;92:0.0013759868422912325","98:68;90:80;92:68","98:0.001293621518592969;90:0.003021986604952176;92:0.001974089952431063","0.0126953125","Yes"
"92","288.1958547395812","217.36684835612516","0.00634765625","0.00830078125","0.00439453125","2584","0.0005170371212307115","36","0.0005170371212307115","0","0.0005170371212307115","0.0005170371212307115","91:0.0013759868422912325;93:0.0024943746436335013","91:68;93:68","91:0.001974089952431063;93:0.0017532630042334518","0.00634765625","Yes"
"93","263.2775279580732","210.00585080513707","0.009033203125","0.01220703125","0.005859375","2584","0.0002616248087937624","36","0.0002616248087937624","0","0.0002616248087937624","0.0002616248087937624","94:0.0020088387860952295;79:0.0024359594013479147;92:0.0024943746436335013","94:68;79:68;92:68","94:0.0016727625810687707;79:0.0025627098499339807;92:0.0017532630042334518","0.009033203125","Yes"
"94","337.0677725262911","332.96474475475145","0.01318359375","0.009765625","0.0166015625","2584","0.00014065163559791365","36","0.00014065163559791365","0","0.00014065163559791365","0.00014065163559791365","93:0.0020088387860952295;95:0.002132638130732334","93:68;95:68","93:0.0016727625810687707;95:0.002254869680541477","0.01318359375","Yes"
"95","367.306312242016","470.69627202533115","0.04248046875","0.03466796875","0.05029296875","2584","0.0009154844258587095","36","0.0009154844258587095","0","0.0009154844258587095","0.0009154844258587095","99:0.002130821282831874;94:0.002132638130732334","99:68;94:68","99:0.0022221216470187932;94:0.002254869680541477","0.04248046875","Yes"
"96","124.15304888261782","29.52734062822689","0.031494140625","0.0546875","0.00830078125","2584","0.0004914829493283944","36","0.0004914829493283944","0","0.0004914829493283944","0.0004914829493283944","83:0.007222884041411692;103:0.002858065704917645","83:68;103:68","83:0.007086460800954653;103:0.0038933129313148684","0.031494140625","Yes"
"97","197.6993727188057","60.674227752654275","0.00732421875","0.01318359375","0.00146484375","2584","0.00022491735988176056","36","0.00022491735988176056","0","0.00022491735988176056","0.00022491735988176056","87:0.0018928589604387813;107:0.0015359179646108057","87:68;107:68","87:0.0017990041139869795;107:0.0009656669907393001","0.00732421875","Yes"
"98","328.3812173110101","47.549972680954596","0.005126953125","0.00732421875","0.0029296875","2584","0.00012146458315332024","36","0.00012146458315332024","0","0.00012146458315332024","0.00012146458315332024","91:0.0016212729279961313;111:0.0020656990981918755","91:68;111:68","91:0.001293621518592969;111:0.0014357697988887086","0.005126953125","Yes"
"99","167.43299213513131","37.88747483451046","0.009033203125","0.01513671875","0.0029296875","2584","0.0004901269056489351","36","0.0004901269056489351","0","0.0004901269056489351","0.0004901269056489351","115:0.0024719777921702324;95:0.002130821282831874","115:68;95:68","115:0.0019443196828878573;95:0.0022221216470187932","0.009033203125","Yes"
"100","94.28556076784243","91.85795831563689","0.00927734375","0.015625","0.0029296875","2584","0.001751704222290791","36","0.001751704222290791","0","0.001751704222290791","0.001751704222290791","101:0.002428951447704858","101:68","101:0.002222538845523453","0.00927734375","Yes"
"101","123.4529201725362","59.85833508264142","0.046142578125","0.0791015625","0.01318359375","2584","0.0002456166669979653","36","0.0002456166669979653","0","0.0002456166669979653","0.0002456166669979653","100:0.002428951447704858;116:0.0036585635372314296;102:0.003272914182798764","100:68;116:68;102:68","100:0.002222538845523453;116:0.004226425690762564;102:0.008180672836494818","0.046142578125","Yes"
"102","94.35698132525158","64.24682355623627","0.011962890625","0.0224609375","0.00146484375","2584","0.00047610109690692025","36","0.00047610109690692025","0","0.00047610109690692025","0.00047610109690692025","101:0.003272914182798764;103:0.0037976369044985525","101:68;103:68","101:0.008180672836494818;103:0.006515372984144285","0.011962890625","Yes"
"103","110.11035469209251","83.60434484345392","0.012939453125","0.0244140625","0.00146484375","2584","0.0002970606733332939","36","0.0002970606733332939","0","0.0002970606733332939","0.0002970606733332939","104:0.0034665795612769945;96:0.002858065704917645;102:0.0037976369044985525","104:68;96:68;102:68","104:0.007269789583195602;96:0.0038933129313148684;102:0.006515372984144285","0.012939453125","Yes"
"104","243.4358480568922","239.77129092068347","0.01220703125","0.0185546875","0.005859375","2584","0.00024421928335389563","36","0.00024421928335389563","0","0.00024421928335389563","0.00024421928335389563","103:0.0034665795612769945;105:0.002430189585403142","103:68;105:68","103:0.007269789583195602;105:0.002105834512138527","0.01220703125","Yes"
"105","103.65197703824154","59.17661980201399","0.008056640625","0.01611328125","0","2584","0.00029346415681585225","36","0.00029346415681585225","0","0.00029346415681585225","0.00029346415681585225","104:0.002430189585403142;106:0.0024444136905925895;117:0.00475271609758815","104:68;106:68;117:68","104:0.002105834512138527;106:0.002942207312068984;117:0.004452936323373957","0.008056640625","Yes"
"106","311.0449378692429","212.39425190453042","0.0146484375","0.01904296875","0.01025390625","2584","0.000177202210315149","36","0.000177202210315149","0","0.000177202210315149","0.000177202210315149","107:0.003574562275002524;105:0.0024444136905925895","107:68;105:68","107:0.003390571562361916;105:0.002942207312068984","0.0146484375","Yes"
"107","282.0430769295726","266.08559352590987","0.014892578125","0.025390625","0.00439453125","2584","0.0002790289078822155","36","0.0002790289078822155","0","0.0002790289078822155","0.0002790289078822155","106:0.003574562275002524;108:0.002465873725833928;97:0.0015359179646108057","106:68;108:68;97:68","106:0.003390571562361916;108:0.0021611269039339964;97:0.0009656669907393001","0.014892578125","Yes"
"108","27.53382544348389","18.365230136187687","0.012451171875","0.02392578125","0.0009765625","2584","0.0004944837711656347","36","0.0004944837711656347","0","0.0004944837711656347","0.0004944837711656347","107:0.002465873725833928;109:0.0038630059432795127","107:68;109:68","107:0.0021611269039339964;109:0.0025090423594725797","0.012451171875","Yes"
"109","236.2947127622639","116.77495855161166","0.006591796875","0.00634765625","0.0068359375","2584","0.00017446082433101613","36","0.00017446082433101613","0","0.00017446082433101613","0.00017446082433101613","108:0.0038630059432795127;110:0.003961687853219903;118:0.005298695019827077","108:68;110:68;118:68","108:0.0025090423594725797;110:0.0031070050085640344;118:0.004143050981961882","0.006591796875","Yes"
"110","290.85470342065634","168.9901004392066","0.00830078125","0.009765625","0.0068359375","2584","0.0002159933346056919","36","0.0002159933346056919","0","0.0002159933346056919","0.0002159933346056919","109:0.003961687853219903;111:0.0022917092170011144","109:68;111:68","109:0.0031070050085640344;111:0.002735394477943992","0.00830078125","Yes"
"111","174.89899727349203","97.90340087555232","0.0126953125","0.01611328125","0.00927734375","2584","0.0002134553342434964","36","0.0002134553342434964","0","0.0002134553342434964","0.0002134553342434964","112:0.0014226143808731828;110:0.0022917092170011144;98:0.0020656990981918755","112:68;110:68;98:68","112:0.0012227304334641587;110:0.002735394477943992;98:0.0014357697988887086","0.0126953125","Yes"
"112","321.27322434545994","181.08966254270976","0.007568359375","0.01025390625","0.0048828125","2584","0.00025899176197430557","36","0.00025899176197430557","0","0.00025899176197430557","0.00025899176197430557","111:0.0014226143808731828;113:0.0015704252416779418","111:68;113:68","111:0.0012227304334641587;113:0.0036870815617978947","0.007568359375","Yes"
"113","175.4551374904546","121.1111020107495","0.344482421875","0.525390625","0.16357421875","2584","","36","","0","","","112:0.0015704252416779418","119:68;112:68;114:68","112:0.0036870815617978947","0.344482421875","Yes"
"114","204.8696189490152","188.23918674087972","0.003662109375","0.0068359375","0.00048828125","2584","0.004628283364165772","36","0.004628283364165772","0","0.004628283364165772","0.004628283364165772","115:0.008000566640167739","115:68;113:68","115:0.0029108775360031924","0.003662109375","Yes"
"115","190.66610334718698","82.17495993440626","0.01123046875","0.01318359375","0.00927734375","2584","0.0001967357179224968","36","0.0001967357179224968","0","0.0001967357179224968","0.0001967357179224968","99:0.0024719777921702324;114:0.008000566640167739","99:68;114:68","99:0.0019443196828878573;114:0.0029108775360031924","0.01123046875","Yes"
"116","87.61255447963038","67.46118938052177","0.030029296875","0.033203125","0.02685546875","2584","0.0007088226757193568","36","0.0007088226757193568","0","0.0007088226757193568","0.0007088226757193568","101:0.0036585635372314296;121:0.002893151369808722","101:68;121:68","101:0.004226425690762564;121:0.0022850439359204666","0.030029296875","Yes"
"117","221.1932858482931","13.025386590258563","0.011474609375","0.017578125","0.00537109375","2584","0.000524668665997504","36","0.000524668665997504","0","0.000524668665997504","0.000524668665997504","105:0.00475271609758815;125:0.0023739042728326554","105:68;125:68","105:0.004452936323373957;125:0.003456917311724955","0.011474609375","Yes"
"118","151.23303914395308","16.997374188039323","0.010009765625","0.01708984375","0.0029296875","2584","0.00013327638808175265","36","0.00013327638808175265","0","0.00013327638808175265","0.00013327638808175265","109:0.005298695019827077;129:0.0023559883976562446","109:68;129:68","109:0.004143050981961882;129:0.008798392834330399","0.010009765625","Yes"
"119","288.63861903947424","75.6274732378708","0.185791015625","0.36083984375","0.0107421875","2584","","36","","0","","","133:0.09143634725392258","113:68;133:68","","0.185791015625","Yes"
"120","91.96562534828325","45.83735748418264","0.021728515625","0.04052734375","0.0029296875","2584","0.000623651711868016","36","0.000623651711868016","0","0.000623651711868016","0.000623651711868016","121:0.002427534961777056","121:68","121:0.002865184430120793","0.021728515625","Yes"
"121","220.96889287978564","235.13870459297416","0.072265625","0.13134765625","0.01318359375","2584","0.00025944585809391615","36","0.00025944585809391615","0","0.00025944585809391615","0.00025944585809391615","120:0.002427534961777056;122:0.004593750739985691;116:0.002893151369808722","120:68;122:80;116:68","120:0.002865184430120793;122:0.00193626517808565;116:0.0022850439359204666","0.072265625","Yes"
"122","126.51262630371967","22.757102774443027","0.009765625","0.017578125","0.001953125","2584","0.0003338915526431148","36","0.0003338915526431148","0","0.0003338915526431148","0.0003338915526431148","121:0.004593750739985691;123:0.0016538336155950406","121:80;123:68","121:0.00193626517808565;123:0.0017859104058472464","0.009765625","Yes"
"123","172.2091113300679","92.03223525423283","0.009033203125","0.01513671875","0.0029296875","2584","0.000415101947345731","36","0.000415101947345731","0","0.000415101947345731","0.000415101947345731","136:0.0021346398442278758;124:0.001778413886651009;122:0.0016538336155950406","136:68;124:68;122:68","136:0.00263342367209482;124:0.0020151669844270803;122:0.0017859104058472464","0.009033203125","Yes"
"124","115.1744068023929","81.30721930465606","0.00341796875","0.0068359375","0","2584","0.0008329925998438067","36","0.0008329925998438067","0","0.0008329925998438067","0.0008329925998438067","123:0.001778413886651009;125:0.0024917171382875525","123:68;125:68","123:0.0020151669844270803;125:0.0017695676072330968","0.00341796875","Yes"
"125","217.21229509041868","55.09943545230874","0.0224609375","0.0283203125","0.0166015625","2584","0.00044804745115968023","36","0.00044804745115968023","0","0.00044804745115968023","0.00044804745115968023","117:0.0023739042728326554;124:0.0024917171382875525;126:0.0022114770294004438","117:68;124:68;126:68","117:0.003456917311724955;124:0.0017695676072330968;126:0.0030282069423623326","0.0224609375","Yes"
"126","114.70625355887807","28.59584710744542","0.02587890625","0.048828125","0.0029296875","2584","0.0007334301929087403","36","0.0007334301929087403","0","0.0007334301929087403","0.0007334301929087403","127:0.002235286534509273;125:0.0022114770294004438","127:68;125:68","127:0.004171803491543696;125:0.0030282069423623326","0.02587890625","Yes"
"127","291.0352195260372","17.826130562120145","0.027587890625","0.0361328125","0.01904296875","2584","0.0003253566307980471","36","0.0003253566307980471","0","0.0003253566307980471","0.0003253566307980471","126:0.002235286534509273;128:0.002051547701961781;137:0.0024501738337681933","126:68;128:68;137:68","126:0.004171803491543696;128:0.0019572770967155873;137:0.0028679732637775512","0.027587890625","Yes"
"128","339.2400305527377","312.2620716038275","0.015380859375","0.01171875","0.01904296875","2584","0.00027326454161452656","36","0.00027326454161452656","0","0.00027326454161452656","0.00027326454161452656","127:0.002051547701961781;129:0.002592053008966644","127:68;129:68","127:0.0019572770967155873;129:0.0021426686159559116","0.015380859375","Yes"
"129","280.83831310127584","230.25411838108468","0.155517578125","0.19677734375","0.1142578125","2584","0.00018484098204290232","36","0.00018484098204290232","0","0.00018484098204290232","0.00018484098204290232","128:0.002592053008966644;118:0.0023559883976562446","130:68;128:68;118:68","128:0.0021426686159559116;118:0.008798392834330399","0.155517578125","Yes"
"130","322.9729925580698","16.288825214895343","0.490478515625","0.5400390625","0.44091796875","2584","","36","","0","","","","129:68;131:68","","0.490478515625","Yes"
"131","326.4660220099792","262.69310499641364","0.01220703125","0.017578125","0.0068359375","2584","0.00023228398088228608","36","0.00023228398088228608","0","0.00023228398088228608","0.00023228398088228608","138:0.002725226004769682;132:0.0013903216483243386","138:68;130:68;132:68","138:0.0025387248291726394;132:0.0016545705369923613","0.01220703125","Yes"
"132","304.7691057933688","97.89033126437106","0.005126953125","0.00830078125","0.001953125","2584","0.00023905071238945408","36","0.00023905071238945408","0","0.00023905071238945408","0.00023905071238945408","133:0.0021731625324847015;131:0.0013903216483243386","133:68;131:68","133:0.0015032208237771016;131:0.0016545705369923613","0.005126953125","Yes"
"133","299.2576428216054","220.39411370995","0.004150390625","0.00830078125","0","2584","0.0002650511459139677","36","0.0002650511459139677","0","0.0002650511459139677","0.0002650511459139677","132:0.0021731625324847015;134:0.004641797483201621;119:0.09143634725392258","132:68;134:80;119:68","132:0.0015032208237771016;134:0.00307008330138675","0.004150390625","Yes"
"134","212.04772894608482","115.59825077580462","0.00439453125","0.00634765625","0.00244140625","2584","0.00024305517793948522","36","0.00024305517793948522","0","0.00024305517793948522","0.00024305517793948522","133:0.004641797483201621;135:0.0027726358033728915","133:80;135:68","133:0.00307008330138675;135:0.002264784635255729","0.00439453125","Yes"
"135","316.91048837031525","83.1174381490614","0.076171875","0.0478515625","0.1044921875","2584","0.00014359296328378152","36","0.00014359296328378152","0","0.00014359296328378152","0.00014359296328378152","134:0.0027726358033728915;139:0.0013998509681645566","134:68;139:68","134:0.002264784635255729;139:0.0013904706094531871","0.076171875","Yes"
"136","180.7667153292173","142.91192451768168","0.006591796875","0.01025390625","0.0029296875","2584","0.0016819954741310065","36","0.0016819954741310065","0","0.0016819954741310065","0.0016819954741310065","123:0.0021346398442278758;143:0.001722315181052897","123:68;143:68","123:0.00263342367209482;143:0.0013939539892826036","0.006591796875","Yes"
"137","160.43828701524208","101.1808928863714","0.01025390625","0.01953125","0.0009765625","2584","0.0008207624567627642","36","0.0008207624567627642","0","0.0008207624567627642","0.0008207624567627642","147:0.002005433960327818;127:0.0024501738337681933","147:68;127:68","147:0.001699063999225342;127:0.0028679732637775512","0.01025390625","Yes"
"138","263.31567898987464","86.5429763708787","0.008544921875","0.0107421875","0.00634765625","2584","0.00021013686168384457","36","0.00021013686168384457","0","0.00021013686168384457","0.00021013686168384457","151:0.0038759690697173776;131:0.002725226004769682","151:68;131:68","151:0.0038144997874079156;131:0.0025387248291726394","0.008544921875","Yes"
"139","147.75080890848966","178.94659112883838","0.0029296875","0.00439453125","0.00146484375","2584","0.0002362832083239343","36","0.0002362832083239343","0","0.0002362832083239343","0.0002362832083239343","155:0.002135414640739408;135:0.0013998509681645566","155:80;135:68","155:0.0019517717462735618;135:0.0013904706094531871","0.0029296875","Yes"
"140","146.8835532741781","41.110234318305736","0.004150390625","0.0078125","0.00048828125","2584","0.0002882335982730584","36","0.0002882335982730584","0","0.0002882335982730584","0.0002882335982730584","141:0.0035632597346776096","141:68","141:0.0026779594435271115","0.004150390625","Yes"
"141","233.93018578031771","231.9312910706939","0.0087890625","0.00634765625","0.01123046875","2584","0.0005086690983084555","36","0.0005086690983084555","0","0.0005086690983084555","0.0005086690983084555","140:0.0035632597346776096;142:0.0014409461319883632","140:68;142:68","140:0.0026779594435271115;142:0.0011429519437417546","0.0087890625","Yes"
"142","177.00467975542682","149.1504777379634","0.019287109375","0.017578125","0.02099609375","2584","0.0002982381934587481","36","0.0002982381934587481","0","0.0002982381934587481","0.0002982381934587481","143:0.004526689855244154;141:0.0014409461319883632","143:68;141:68","143:0.0018249169521426245;141:0.0011429519437417546","0.019287109375","Yes"
"143","183.1213787700141","63.27454893263321","0.058349609375","0.04296875","0.07373046875","2584","0.00024140054151563622","36","0.00024140054151563622","0","0.00024140054151563622","0.00024140054151563622","142:0.004526689855244154;144:0.0029543034639986643;136:0.001722315181052897","142:68;144:68;136:68","142:0.0018249169521426245;144:0.0017647617316918218;136:0.0013939539892826036","0.058349609375","Yes"
"144","117.6419679849545","83.53022912169058","0.01220703125","0.02392578125","0.00048828125","2584","0.0005672627543394074","36","0.0005672627543394074","0","0.0005672627543394074","0.0005672627543394074","145:0.007669607313852772;143:0.0029543034639986643","145:68;143:68","145:0.0034193893359231176;143:0.0017647617316918218","0.01220703125","Yes"
"145","86.0355288228486","87.34746443395625","0.02099609375","0.02734375","0.0146484375","2584","0.0016601981266738748","36","0.0016601981266738748","0","0.0016601981266738748","0.0016601981266738748","144:0.007669607313852772;146:0.004919186424722277","144:68;146:68","144:0.0034193893359231176;146:0.0019643361341418475","0.02099609375","Yes"
"146","163.6549496778358","65.50519004445253","0.007080078125","0.01318359375","0.0009765625","2584","0.00034183972054192596","36","0.00034183972054192596","0","0.00034183972054192596","0.00034183972054192596","145:0.004919186424722277;147:0.002275268332821545","145:68;147:68","145:0.0019643361341418475;147:0.0021154310920510067","0.007080078125","Yes"
"147","274.3079877730404","136.75457519046074","0.005615234375","0.0048828125","0.00634765625","2584","0.00018335183315667302","36","0.00018335183315667302","0","0.00018335183315667302","0.00018335183315667302","148:0.0018337945529550148;137:0.002005433960327818;146:0.002275268332821545","148:68;137:68;146:68","148:0.0022544902030395553;137:0.001699063999225342;146:0.0021154310920510067","0.005615234375","Yes"
"148","167.53594405251383","97.09455876322771","0.0048828125","0.0087890625","0.0009765625","2584","0.00032658331980070385","36","0.00032658331980070385","0","0.00032658331980070385","0.00032658331980070385","147:0.0018337945529550148;149:0.002008753041726874","147:68;149:68","147:0.0022544902030395553;149:0.0017494597293141179","0.0048828125","Yes"
"149","142.22083562856037","89.0347886791598","0.012451171875","0.02001953125","0.0048828125","2584","0.0003377609240264837","36","0.0003377609240264837","0","0.0003377609240264837","0.0003377609240264837","150:0.003429844960402245;148:0.002008753041726874","150:68;148:68","150:0.0012482774620226067;148:0.0017494597293141179","0.012451171875","Yes"
"150","183.51040839322326","133.94650901141887","0.02734375","0.0498046875","0.0048828125","2584","0.00029390528961002163","36","0.00029390528961002163","0","0.00029390528961002163","0.00029390528961002163","149:0.003429844960402245;151:0.003339228829909363","149:68;151:68","149:0.0012482774620226067;151:0.0034996632444136977","0.02734375","Yes"
"151","191.47841991372212","71.6689815253729","0.01220703125","0.021484375","0.0029296875","2584","0.0004222277209835762","36","0.0004222277209835762","0","0.0004222277209835762","0.0004222277209835762","138:0.0038759690697173776;152:0.025785471663991838;150:0.003339228829909363","138:68;152:68;150:68","138:0.0038144997874079156;152:0.030155751989882074;150:0.0034996632444136977","0.01220703125","Yes"
"152","90.23299095805154","105.42640977705953","0.02001953125","0.02734375","0.0126953125","2584","0.00026448428325169315","36","0.00026448428325169315","0","0.00026448428325169315","0.00026448428325169315","151:0.025785471663991838;153:0.002849596639416585","151:68;153:68","151:0.030155751989882074;153:0.0027837460001492176","0.02001953125","Yes"
"153","190.23954995493148","168.3151986773926","0.007568359375","0.01123046875","0.00390625","2584","0.0002582261952112055","36","0.0002582261952112055","0","0.0002582261952112055","0.0002582261952112055","152:0.002849596639416585;154:0.006788273671688633","152:68;154:68","152:0.0027837460001492176;154:0.006030120443612286","0.007568359375","Yes"
"154","284.67732154537856","20.629986633373097","0.0068359375","0.0107421875","0.0029296875","2584","0.0004173381617316082","36","0.0004173381617316082","0","0.0004173381617316082","0.0004173381617316082","153:0.006788273671688633;155:0.0020645508439136318","153:68;155:68","153:0.006030120443612286;155:0.0014311382529449412","0.0068359375","Yes"
"155","423.68290419802224","184.27256752664687","0.0048828125","0.005859375","0.00390625","2584","0.0002450921690806641","36","0.0002450921690806641","0","0.0002450921690806641","0.0002450921690806641","139:0.002135414640739408;154:0.0020645508439136318","139:80;154:68","139:0.0019517717462735618;154:0.0014311382529449412","0.0048828125","Yes"
