"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"43","174.12333547886251","53.365542093794815","0.034912109375","0.038818359375","0.031005859375","2280","0.0004920773326139531","32","0.0004920773326139531","0","0.0004920773326139531","0.0004920773326139531","42:0.006695738754283143;56:0.0031412810395987367;44:0.007989526915207712","42:68;56:68;44:68","42:0.004836850843573937;56:0.01619410914808478;44:0.00406816866235199","0.034912109375","0.024169921875","Yes"
"44","154.0477650601387","127.65763254634761","0.00830078125","0.02783203125","0.006591796875","2280","0.00018988986411067833","32","0.00018988986411067833","0","0.00018988986411067833","0.00018988986411067833","45:0.0019329475138708807;43:0.007989526915207712","45:68;43:68","45:0.0024664518361216248;43:0.00406816866235199","0.00830078125","0.005126953125","Yes"
"45","258.65449139258516","158.75237052257438","0.00830078125","0.010009765625","0.006591796875","2280","0.00025090153537347","32","0.00025090153537347","0","0.00025090153537347","0.00025090153537347","44:0.0019329475138708807;46:0.001237116900697166;37:0.0018337130346972874","44:68;46:68;37:68","44:0.0024664518361216248;46:0.002739438221356194;37:0.00895395803879781","0.00830078125","0.00634765625","Yes"
"46","122.70908623597894","114.54084806442148","0.0106201171875","0.01171875","0.009521484375","2280","0.00030801376220605163","32","0.00030801376220605163","0","0.00030801376220605163","0.00030801376220605163","45:0.001237116900697166;47:0.0028251498295190636","45:68;47:68","45:0.002739438221356194;47:0.003501262813421502","0.0106201171875","0.0078125","Yes"
"47","165.4561491674824","214.34895369413957","0.0262451171875","0.0185546875","0.033935546875","2280","0.00048654283045373775","32","0.00048654283045373775","0","0.00048654283045373775","0.00048654283045373775","48:0.007519789527626025;57:0.002105062276636066;46:0.0028251498295190636","48:68;57:68;46:68","48:0.020239814452612248;57:0.003917695568694535;46:0.003501262813421502","0.0262451171875","0.015625","Yes"
"48","266.9187666606673","31.76753198310257","0.017333984375","0.0205078125","0.01416015625","2280","0.000162857795601219","32","0.000162857795601219","0","0.000162857795601219","0.000162857795601219","47:0.007519789527626025;49:0.003600549115359536","47:68;49:68","47:0.020239814452612248;49:0.01580982981459833","0.017333984375","0.01220703125","Yes"
"49","214.69302677330418","107.01319990050268","0.051025390625","0.0341796875","0.06787109375","2280","0.0003951511763963163","32","0.0003951511763963163","0","0.0003951511763963163","0.0003951511763963163","48:0.003600549115359536;50:0.0013267593398186839;38:0.0015195953365189085","48:68;50:68;38:68","48:0.01580982981459833;50:0.0030369807858436626;38:0.004815624363590981","0.051025390625","0.038818359375","Yes"
"50","226.3698480856596","310.5177969065656","0.0108642578125","0.010498046875","0.01123046875","2280","0.00023134789695251846","32","0.00023134789695251846","0","0.00023134789695251846","0.00023134789695251846","49:0.0013267593398186839;51:0.0012737333614603052","49:68;51:68","49:0.0030369807858436626;51:0.003282267970967173","0.0108642578125","0.0107421875","Yes"
"51","352.47809213261877","293.3856174068238","0.03515625","0.030517578125","0.039794921875","2280","0.00019187657032033786","32","0.00019187657032033786","0","0.00019187657032033786","0.00019187657032033786","50:0.0012737333614603052;52:0.0027764586949949044;58:0.0019259873320344179","50:68;52:68;58:68","50:0.003282267970967173;52:0.00256394064943799;58:0.002114437232881655","0.03515625","0.034423828125","Yes"
"52","260.03064836426","58.20519202069858","0.068359375","0.048095703125","0.088623046875","2280","0.0002532560162378686","32","0.0002532560162378686","0","0.0002532560162378686","0.0002532560162378686","51:0.0027764586949949044;53:0.003059997292117811","51:68;53:68","51:0.00256394064943799;53:0.0027983684519502505","0.068359375","0.055419921875","Yes"
"53","345.0543940810151","72.29195383572734","0.0123291015625","0.014892578125","0.009765625","2280","0.00015801944152260368","32","0.00015801944152260368","0","0.00015801944152260368","0.00015801944152260368","39:0.0038812599656540825;52:0.003059997292117811;54:0.003652863178699145","39:68;52:68;54:68","39:0.003425791848404358;52:0.0027983684519502505;54:0.0036053365602849996","0.0123291015625","0.007568359375","Yes"
"54","453.86767283103353","202.00382527402067","0.03515625","0.050537109375","0.019775390625","2280","0.0004705137785582483","32","0.0004705137785582483","0","0.0004705137785582483","0.0004705137785582483","53:0.003652863178699145;55:0.004701679254174446","53:68;55:68","53:0.0036053365602849996;55:0.007210659983282408","0.03515625","0.070068359375","Yes"
"55","316.7663498369608","113.59835207406154","0.02099609375","0.01806640625","0.02392578125","2280","0.00015231537550763308","32","0.00015231537550763308","0","0.00015231537550763308","0.00015231537550763308","59:0.0013042131802897539;54:0.004701679254174446","59:68;54:68","59:0.0023239955482003694;54:0.007210659983282408","0.02099609375","0.01416015625","Yes"
"56","247.22588699666167","45.11707555148774","0.0799560546875","0.06201171875","0.097900390625","2280","0.0002687544585434892","32","0.0002687544585434892","0","0.0002687544585434892","0.0002687544585434892","63:0.0020711630899469258;43:0.0031412810395987367","63:68;43:68","63:0.0029403334329748676;43:0.01619410914808478","0.0799560546875","0.059814453125","Yes"
"57","186.2626477311397","243.78801296803397","0.009521484375","0.01220703125","0.0068359375","2280","0.00020062704998532026","32","0.00020062704998532026","0","0.00020062704998532026","0.00020062704998532026","47:0.002105062276636066;67:0.0032677493418783177","47:68;67:68","47:0.003917695568694535;67:0.0028246080858374267","0.009521484375","0.008056640625","Yes"
"58","256.7973964823925","137.43351245786297","0.006103515625","0.007568359375","0.004638671875","2280","0.00014807204684269768","32","0.00014807204684269768","0","0.00014807204684269768","0.00014807204684269768","71:0.002602535565686126;51:0.0019259873320344179","71:68;51:68","71:0.0026313309166966226;51:0.002114437232881655","0.006103515625","0.007568359375","Yes"
"59","259.3243790103427","301.0558376281619","0.0146484375","0.014404296875","0.014892578125","2280","0.00020457838477586638","32","0.00020457838477586638","0","0.00020457838477586638","0.00020457838477586638","55:0.0013042131802897539;75:0.0036907524581040185","55:68;75:68","55:0.0023239955482003694;75:0.0031594190255163357","0.0146484375","0.0146484375","Yes"
"60","67.82349452470126","28.212585202196333","0.0115966796875","0.013916015625","0.00927734375","2280","0.00034266781212864396","32","0.00034266781212864396","0","0.00034266781212864396","0.00034266781212864396","61:0.002369047376683142","61:68","61:0.004431674797152674","0.0115966796875","0.00732421875","Yes"
"61","231.89831961319635","60.16966217253687","0.016357421875","0.73095703125","0.015625","2280","0.00018584450529563571","32","0.00018584450529563571","0","0.00018584450529563571","0.00018584450529563571","76:0.002055555322844016;60:0.002369047376683142;62:0.004195905573133818","76:68;60:68;62:68","76:0.0029162189771989033;60:0.004431674797152674;62:0.003408802238377001","0.016357421875","0.011474609375","Yes"
"62","344.0972795312507","127.13553008074577","0.014892578125","0.0107421875","0.01904296875","2280","0.00019571329333939675","32","0.00019571329333939675","0","0.00019571329333939675","0.00019571329333939675","61:0.004195905573133818;63:0.004746347329500411","61:68;63:68","61:0.003408802238377001;63:0.0020544896419828207","0.014892578125","0.009765625","Yes"
"63","453.4844036349873","94.16692106210527","0.01220703125","0.013671875","0.0107421875","2280","0.0001463042059361473","32","0.0001463042059361473","0","0.0001463042059361473","0.0001463042059361473","56:0.0020711630899469258;62:0.004746347329500411;64:0.0018716876208888789","56:68;62:68;64:68","56:0.0029403334329748676;62:0.0020544896419828207;64:0.0025402677477152913","0.01220703125","0.025634765625","Yes"
"64","221.64280470998307","141.89630630830743","0.0093994140625","0.01123046875","0.007568359375","2280","0.0003565567467920534","32","0.0003565567467920534","0","0.0003565567467920534","0.0003565567467920534","65:0.004465715280696031;63:0.0018716876208888789","65:68;63:68","65:0.0017032200281487664;63:0.0025402677477152913","0.0093994140625","0.009033203125","Yes"
"65","247.64117718119311","230.83938124351883","0.016845703125","0.028076171875","0.005615234375","2280","0.00033114542049132316","32","0.00033114542049132316","0","0.00033114542049132316","0.00033114542049132316","64:0.004465715280696031;66:0.0018365370314867013;77:0.001593594590774211","64:68;66:68;77:68","64:0.0017032200281487664;66:0.024796552561040297;77:0.0013033632108080118","0.016845703125","0.005126953125","Yes"
"66","116.55841687202745","140.59947613653085","0.0146484375","0.01806640625","0.01123046875","2280","0.00024818876845695404","32","0.00024818876845695404","0","0.00024818876845695404","0.00024818876845695404","65:0.0018365370314867013;67:0.0019858708709486195","65:68;67:68","65:0.024796552561040297;67:0.0024901145122578627","0.0146484375","0.012939453125","Yes"
"67","274.9335161030889","302.002606969219","0.0101318359375","0.01318359375","0.007080078125","2280","0.0001929309610601931","32","0.0001929309610601931","0","0.0001929309610601931","0.0001929309610601931","68:0.0017188304190374482;57:0.0032677493418783177;66:0.0019858708709486195","68:68;57:68;66:68","68:0.0018012768360474163;57:0.0028246080858374267;66:0.0024901145122578627","0.0101318359375","0.004150390625","Yes"
"68","229.42215009618943","150.36691545687066","0.0267333984375","0.0205078125","0.032958984375","2280","","32","","0","","","67:0.0017188304190374482;69:0.0016667429834842928","67:68;69:68","67:0.0018012768360474163;69:0.001581359988951564","0.0267333984375","0.021240234375","Yes"
