"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"78","265.1286352124298","319.33389251224634","0.006103515625","0.0048828125","0.00732421875","2200","0.00012810097471687332","32","0.00012810097471687332","0","0.00012810097471687332","0.00012810097471687332","69:0.0012639218064963154;89:0.001568668377642496","69:68;89:68","69:0.0011023167875940654;89:0.0009742257923271713","0.006103515625","0.0068359375","Yes"
"79","151.8821541288698","101.64998349631828","0.00537109375","0.00537109375","0.00537109375","2200","0.00013026301639018373","32","0.00013026301639018373","0","0.00013026301639018373","0.00013026301639018373","93:0.0011830221470040536;73:0.0012518442253336426","93:68;73:68","93:0.0008914942506736134;73:0.0012879075030991227","0.00537109375","0.00439453125","Yes"
"80","270.0827887849344","340.6835968297482","0.002685546875","0.00439453125","0.0009765625","2200","0.00010685963543312244","32","0.00010685963543312244","0","0.00010685963543312244","0.00010685963543312244","81:0.001010725882872765","81:68","81:0.0014518730256776469","0.002685546875","0.001953125","Yes"
"81","341.7248702778584","443.9492994659505","0.004150390625","0.001953125","0.00634765625","2200","0.0001291267068959448","32","0.0001291267068959448","0","0.0001291267068959448","0.0001291267068959448","80:0.001010725882872765;82:0.0016727190486884036;76:0.0009245928559835637","80:68;82:68;76:68","80:0.0014518730256776469;82:0.0018266621317337972;76:0.0012644508781193275","0.004150390625","0.00390625","Yes"
"82","336.2558846629384","373.7856464657453","0.003662109375","0.00390625","0.00341796875","2200","0.0002170630009186381","32","0.0002170630009186381","0","0.0002170630009186381","0.0002170630009186381","81:0.0016727190486884036;83:0.002286829278926983","81:68;83:68","81:0.0018266621317337972;83:0.0018044685392671622","0.003662109375","0.004150390625","Yes"
"83","368.75719765950714","430.80948170771796","0.00341796875","0.00439453125","0.00244140625","2200","0.00010163605508401989","32","0.00010163605508401989","0","0.00010163605508401989","0.00010163605508401989","96:0.000784165855022223;82:0.002286829278926983;84:0.0026142931902913835","96:68;82:68;84:68","96:0.0009673748827543627;82:0.0018044685392671622;84:0.0018087728993959051","0.00341796875","0.004638671875","Yes"
"84","248.12916521334878","353.76624818371994","0.004638671875","0.00830078125","0.0009765625","2200","0.00011289988419600617","32","0.00011289988419600617","0","0.00011289988419600617","0.00011289988419600617","83:0.0026142931902913835;85:0.07957418761017382","83:68;85:68","83:0.0018087728993959051;85:0.14355954234688117","0.004638671875","0.0029296875","Yes"
"85","2.097305919155275","27.443736507097928","0.22021484375","0.4384765625","0.001953125","2200","","32","","0","","","77:0.1445154484446346;86:0.08029659235404166;84:0.07957418761017382","77:68;86:68;84:68","86:0.10530462323865039;84:0.14355954234688117","0.22021484375","0.279296875","Yes"
"86","245.95707126306792","351.8239171651455","0.003662109375","0.00390625","0.00341796875","2200","0.00011833958633941493","32","0.00011833958633941493","0","0.00011833958633941493","0.00011833958633941493","85:0.08029659235404166;87:0.0024238641266066396","85:68;87:68","85:0.10530462323865039;87:0.0020089695727790458","0.003662109375","0.002685546875","Yes"
"87","281.7939265453103","377.97410928392384","0.003662109375","0.00537109375","0.001953125","2200","0.00016012038530917715","32","0.00016012038530917715","0","0.00016012038530917715","0.00016012038530917715","86:0.0024238641266066396;88:0.0008381463591914939;97:0.0008286380158590567","86:68;88:68;97:68","86:0.0020089695727790458;88:0.0014659281290247406;97:0.0009174908834226059","0.003662109375","0.003173828125","Yes"
"88","322.44825883238605","392.82073517268014","0.007568359375","0.0068359375","0.00830078125","2200","0.00014796548065701613","32","0.00014796548065701613","0","0.00014796548065701613","0.00014796548065701613","87:0.0008381463591914939;89:0.0017963486325977829","87:68;89:68","87:0.0014659281290247406;89:0.000985033441886135","0.007568359375","0.003173828125","Yes"
"89","281.8847952303001","366.4152532855306","0.003662109375","0.00537109375","0.001953125","2200","0.00010537606224112007","32","0.00010537606224112007","0","0.00010537606224112007","0.00010537606224112007","90:0.0013577543126649938;88:0.0017963486325977829;78:0.001568668377642496","90:88;88:68;78:68","90:0.0009732461815276094;88:0.000985033441886135;78:0.0009742257923271713","0.003662109375","0.006103515625","Yes"
"90","214.92563029478052","321.2193282923661","0.006103515625","0.00634765625","0.005859375","2200","0.0001622039483809714","32","0.0001622039483809714","0","0.0001622039483809714","0.0001622039483809714","89:0.0013577543126649938;91:0.0009712152905023419","89:88;91:68","89:0.0009732461815276094;91:0.0009904284881324665","0.006103515625","0.005126953125","Yes"
"91","295.86010019295463","359.92045189981275","0.00244140625","0.00439453125","0.00048828125","2200","0.0000667755483103911","32","0.0000667755483103911","0","0.0000667755483103911","0.0000667755483103911","98:0.0009921656511240884;90:0.0009712152905023419;92:0.0009940883491185715","98:68;90:68;92:68","98:0.0014444340488824203;90:0.0009904284881324665;92:0.0011829323949600068","0.00244140625","0.004638671875","Yes"
"92","285.3806998713274","332.2454497420167","0.004150390625","0.00439453125","0.00390625","2200","0.001020551173862826","32","0.001020551173862826","0","0.001020551173862826","0.001020551173862826","91:0.0009940883491185715;93:0.000863732950306173","91:68;93:68","91:0.0011829323949600068;93:0.0007148053394019638","0.004150390625","0.0078125","Yes"
"93","335.6393240700256","356.2840505632251","0.0107421875","0.00341796875","0.01806640625","2200","0.00013571788159503305","32","0.00013571788159503305","0","0.00013571788159503305","0.00013571788159503305","94:0.0014474463766794565;79:0.0011830221470040536;92:0.000863732950306173","94:68;79:68;92:68","94:0.0014537932368334783;79:0.0008914942506736134;92:0.0007148053394019638","0.0107421875","0.0078125","Yes"
"94","297.32966378830963","315.6744481861136","0.006103515625","0.0068359375","0.00537109375","2200","0.00012263863732464252","32","0.00012263863732464252","0","0.00012263863732464252","0.00012263863732464252","93:0.0014474463766794565;95:0.0014190671430270585","93:68;95:68","93:0.0014537932368334783;95:0.0016197134644378441","0.006103515625","0.00390625","Yes"
"95","348.9269685576838","376.57202973783325","0.0048828125","0.00634765625","0.00341796875","2200","0.00013683550219902127","32","0.00013683550219902127","0","0.00013683550219902127","0.00013683550219902127","99:0.0007447860058049371;94:0.0014190671430270585","99:68;94:68","99:0.0008796046840293115;94:0.0016197134644378441","0.0048828125","0.003173828125","Yes"
"96","332.5148026724508","461.27473846440137","0.0087890625","0.00634765625","0.01123046875","2200","0.00018575266063788407","32","0.00018575266063788407","0","0.00018575266063788407","0.00018575266063788407","83:0.000784165855022223;103:0.0021448505318358013","83:68;103:68","83:0.0009673748827543627;103:0.0012302168959352766","0.0087890625","0.0068359375","Yes"
"97","237.0510720236862","391.01886532786824","0.00732421875","0.009765625","0.0048828125","2200","0.00005346801802117088","32","0.00005346801802117088","0","0.00005346801802117088","0.00005346801802117088","87:0.0008286380158590567;107:0.0008392711978960077","87:68;107:68","87:0.0009174908834226059;107:0.0009206693771136865","0.00732421875","0.00732421875","Yes"
"98","271.21909002395506","332.3681505208187","0.005126953125","0.0048828125","0.00537109375","2200","0.00010258293496820299","32","0.00010258293496820299","0","0.00010258293496820299","0.00010258293496820299","91:0.0009921656511240884;111:0.0009444267857331434","91:68;111:68","91:0.0014444340488824203;111:0.0008731524421784209","0.005126953125","0.017578125","Yes"
"99","317.1751298431859","487.7749281572611","0.00732421875","0.00390625","0.0107421875","2200","0.0004944397907040995","32","0.0004944397907040995","0","0.0004944397907040995","0.0004944397907040995","115:0.0024026484705030604;95:0.0007447860058049371","115:68;95:68","115:0.0010136912783589302;95:0.0008796046840293115","0.00732421875","0.006591796875","Yes"
"100","215.3675306903231","347.8830869171498","0.01513671875","0.01171875","0.0185546875","2200","0.00027910470438305315","32","0.00027910470438305315","0","0.00027910470438305315","0.00027910470438305315","101:0.0022022176312000985","101:68","101:0.0023285586081450704","0.01513671875","0.004638671875","Yes"
"101","144.93526418148753","193.04862486338925","0.004150390625","0.00439453125","0.00390625","2200","0.0006509017506313667","32","0.0006509017506313667","0","0.0006509017506313667","0.0006509017506313667","100:0.0022022176312000985;116:0.0024829599516843492;102:0.006069131888990803","100:68;116:68;102:68","100:0.0023285586081450704;116:0.0022072556591118675;102:0.005933384712659445","0.004150390625","0.005126953125","Yes"
"102","281.10170824384545","64.85322923958792","0.003662109375","0.00537109375","0.001953125","2200","0.0003036177010409171","32","0.0003036177010409171","0","0.0003036177010409171","0.0003036177010409171","101:0.006069131888990803;103:0.001396529817863451","101:68;103:68","101:0.005933384712659445;103:0.0012782669231228005","0.003662109375","0.001953125","Yes"
"103","368.0106126457126","502.3417321379693","0.003662109375","0.00634765625","0.0009765625","2200","0.00012910542312033298","32","0.00012910542312033298","0","0.00012910542312033298","0.00012910542312033298","104:0.002059809987994793;96:0.0021448505318358013;102:0.001396529817863451","104:68;96:68;102:68","104:0.0021373298708297628;96:0.0012302168959352766;102:0.0012782669231228005","0.003662109375","0.00390625","Yes"
"104","317.754796934426","491.0558092155603","0.016845703125","0.02392578125","0.009765625","2200","0.0007452743424950069","32","0.0007452743424950069","0","0.0007452743424950069","0.0007452743424950069","103:0.002059809987994793;105:0.0023510422134570275","103:68;105:68","103:0.0021373298708297628;105:0.002668229259004923","0.016845703125","0.04736328125","Yes"
"105","373.75108669379154","415.9208797568884","0.00830078125","0.009765625","0.0068359375","2200","0.00012767850578987092","32","0.00012767850578987092","0","0.00012767850578987092","0.00012767850578987092","104:0.0023510422134570275;106:0.0009819195309044848;117:0.0012658161957208036","104:68;106:68;117:68","104:0.002668229259004923;106:0.0021352222515893804;117:0.0018268291900753741","0.00830078125","0.007080078125","Yes"
"106","219.69759654515465","334.01061993368256","0.0078125","0.00341796875","0.01220703125","2200","0.00017781700740987134","32","0.00017781700740987134","0","0.00017781700740987134","0.00017781700740987134","107:0.0008496573113949968;105:0.0009819195309044848","107:68;105:68","107:0.0011660114278739253;105:0.0021352222515893804","0.0078125","0.008056640625","Yes"
"107","43.23765087121511","60.985697410987676","0.002197265625","0.00390625","0.00048828125","2200","0.00015200003741450084","32","0.00015200003741450084","0","0.00015200003741450084","0.00015200003741450084","106:0.0008496573113949968;108:0.0008983516007770309;97:0.0008392711978960077","106:68;108:68;97:68","106:0.0011660114278739253;108:0.0017473203066562526;97:0.0009206693771136865","0.002197265625","0.001220703125","Yes"
"108","266.7077488247407","353.545911829653","0.009521484375","0.00634765625","0.0126953125","2200","0.0001959969416001767","32","0.0001959969416001767","0","0.0001959969416001767","0.0001959969416001767","107:0.0008983516007770309;109:0.0010362851085270464","107:68;109:68","107:0.0017473203066562526;109:0.0010771698812523933","0.009521484375","0.006591796875","Yes"
"109","260.1725376514752","333.621721028998","0.007568359375","0.00048828125","0.0146484375","2200","0.00009259124024545434","32","0.00009259124024545434","0","0.00009259124024545434","0.00009259124024545434","108:0.0010362851085270464;110:0.0015064860067874053;118:0.0020907381592889795","108:68;110:68;118:68","108:0.0010771698812523933;110:0.000956855606456336;118:0.001516409323854967","0.007568359375","0.003662109375","Yes"
"110","325.02841754032215","429.81567000242933","0.009765625","0.0087890625","0.0107421875","2200","0.00029382191617350646","32","0.00029382191617350646","0","0.00029382191617350646","0.00029382191617350646","109:0.0015064860067874053;111:0.0031993548016314155","109:68;111:68","109:0.000956855606456336;111:0.0017569175251217761","0.009765625","0.006591796875","Yes"
"111","234.1453042927885","320.31204030360163","0.00390625","0.0068359375","0.0009765625","2200","0.00014835177622203686","32","0.00014835177622203686","0","0.00014835177622203686","0.00014835177622203686","112:0.0018353390126645552;110:0.0031993548016314155;98:0.0009444267857331434","112:68;110:68;98:68","112:0.00151950983269164;110:0.0017569175251217761;98:0.0008731524421784209","0.00390625","0.0048828125","Yes"
"112","46.08596476667602","87.76863939985843","0.00927734375","0.0185546875","0","2200","0.00030024686371991167","32","0.00030024686371991167","0","0.00030024686371991167","0.00030024686371991167","111:0.0018353390126645552;113:0.0017515434112423678","111:68;113:68","111:0.00151950983269164;113:0.0023226564149206597","0.00927734375","0.004638671875","Yes"
"113","144.15189154004983","194.9123346706165","0.00732421875","0.0048828125","0.009765625","2200","0.00022608124298657698","32","0.00022608124298657698","0","0.00022608124298657698","0.00022608124298657698","119:0.0022460772371121485;112:0.0017515434112423678;114:0.0025556313273857045","119:68;112:68;114:68","119:0.0012180630548669635;112:0.0023226564149206597;114:0.002148261618075603","0.00732421875","0.0078125","Yes"
"114","117.10640049023652","180.71638179079514","0.013671875","0.0244140625","0.0029296875","2200","0.0006313387903077146","32","0.0006313387903077146","0","0.0006313387903077146","0.0006313387903077146","115:0.0024224527374307747;113:0.0025556313273857045","115:68;113:68","115:0.0024305958190786736;113:0.002148261618075603","0.013671875","0.004638671875","Yes"
"115","360.98465715337244","527.8971172770844","0.003173828125","0.00341796875","0.0029296875","2200","0.00012442463926830264","32","0.00012442463926830264","0","0.00012442463926830264","0.00012442463926830264","99:0.0024026484705030604;114:0.0024224527374307747","99:68;114:68","99:0.0010136912783589302;114:0.0024305958190786736","0.003173828125","0.003662109375","Yes"
"116","296.8781009877792","300.4550537110687","0.013916015625","0.01953125","0.00830078125","2200","0.00018994289777231153","32","0.00018994289777231153","0","0.00018994289777231153","0.00018994289777231153","101:0.0024829599516843492;121:0.003301335379728265","101:68;121:68","101:0.0022072556591118675;121:0.0026639862601017805","0.013916015625","0.00732421875","Yes"
"117","286.4804708213821","479.77511495498993","0.00439453125","0.00390625","0.0048828125","2200","0.00009093949246289534","32","0.00009093949246289534","0","0.00009093949246289534","0.00009093949246289534","105:0.0012658161957208036;125:0.001160306766166741","105:68;125:68","105:0.0018268291900753741;125:0.0010435106347724543","0.00439453125","0.004150390625","Yes"
"118","242.47371714207893","349.9451691314641","0.0029296875","0.0029296875","0.0029296875","2200","0.0001419903282213213","32","0.0001419903282213213","0","0.0001419903282213213","0.0001419903282213213","109:0.0020907381592889795;129:0.0008275905409509121","109:68;129:68","109:0.001516409323854967;129:0.0007303207509151144","0.0029296875","0.002197265625","Yes"
"119","271.5192708722819","406.8706643218917","0.009765625","0.005859375","0.013671875","2200","0.0000969290483409555","32","0.0000969290483409555","0","0.0000969290483409555","0.0000969290483409555","113:0.0022460772371121485;133:0.00373355990004387","113:68;133:68","113:0.0012180630548669635;133:0.002397993108438884","0.009765625","0.008544921875","Yes"
"120","291.89401809615964","322.3250190647579","0.006591796875","0.0068359375","0.00634765625","2200","0.00016486036033026106","32","0.00016486036033026106","0","0.00016486036033026106","0.00016486036033026106","121:0.002241129468965708","121:68","121:0.0012456558253321204","0.006591796875","0.005126953125","Yes"
"121","267.66780385159524","230.61501664171047","0.003662109375","0.00537109375","0.001953125","2200","0.00009431947150327843","32","0.00009431947150327843","0","0.00009431947150327843","0.00009431947150327843","120:0.002241129468965708;122:0.001124214119623601;116:0.003301335379728265","120:68;122:68;116:68","120:0.0012456558253321204;122:0.001110490055299701;116:0.0026639862601017805","0.003662109375","0.006103515625","Yes"
"122","342.40902204659955","312.8261442552051","0.005615234375","0.0068359375","0.00439453125","2200","0.00023857163187207534","32","0.00023857163187207534","0","0.00023857163187207534","0.00023857163187207534","121:0.001124214119623601;123:0.0010259697621945174","121:68;123:68","121:0.001110490055299701;123:0.0011496198692484139","0.005615234375","0.0029296875","Yes"
"123","368.4951763092787","379.50086434676905","0.001953125","0.00244140625","0.00146484375","2200","0.00013210681005040793","32","0.00013210681005040793","0","0.00013210681005040793","0.00013210681005040793","136:0.0010742631556339421;124:0.0009562073680085825;122:0.0010259697621945174","136:68;124:68;122:68","136:0.0008512866904261951;124:0.0009068750294913552;122:0.0011496198692484139","0.001953125","0.0029296875","Yes"
"124","312.44668026330646","445.0104885856309","0.008544921875","0.00634765625","0.0107421875","2200","0.00012834544264596085","32","0.00012834544264596085","0","0.00012834544264596085","0.00012834544264596085","123:0.0009562073680085825;125:0.000709003298690003","123:68;125:68","123:0.0009068750294913552;125:0.0008545120125686423","0.008544921875","0.004638671875","Yes"
"125","151.44200655735617","161.4638386427969","0.00830078125","0.00634765625","0.01025390625","2200","0.00020714306736550368","32","0.00020714306736550368","0","0.00020714306736550368","0.00020714306736550368","117:0.001160306766166741;124:0.000709003298690003;126:0.0009825909125157906","117:68;124:68;126:68","117:0.0010435106347724543;124:0.0008545120125686423;126:0.0010930881550521576","0.00830078125","0.0048828125","Yes"
"126","305.4254317059529","349.7472673539888","0.00537109375","0.00439453125","0.00634765625","2200","0.00011696315630733892","32","0.00011696315630733892","0","0.00011696315630733892","0.00011696315630733892","127:0.0010000768069211297;125:0.0009825909125157906","127:68;125:68","127:0.001199168530767486;125:0.0010930881550521576","0.00537109375","0.00634765625","Yes"
"127","328.5951028800232","352.43631898471665","0.0068359375","0.00634765625","0.00732421875","2200","0.00011739595474087585","32","0.00011739595474087585","0","0.00011739595474087585","0.00011739595474087585","126:0.0010000768069211297;128:0.0014995237441291775;137:0.0009516614239991061","126:68;128:68;137:68","126:0.001199168530767486;128:0.0015753117356019919;137:0.0010680485677352358","0.0068359375","0.0068359375","Yes"
"128","331.0591729577412","330.5875162555883","0.0146484375","0.00634765625","0.02294921875","2200","0.00024254886252167817","32","0.00024254886252167817","0","0.00024254886252167817","0.00024254886252167817","127:0.0014995237441291775;129:0.0014044922852672892","127:68;129:68","127:0.0015753117356019919;129:0.0012843478195563585","0.0146484375","0.00830078125","Yes"
"129","330.7326164086553","449.7516004589211","0.005126953125","0.00537109375","0.0048828125","2200","0.00009222312828911168","32","0.00009222312828911168","0","0.00009222312828911168","0.00009222312828911168","130:0.0011550941692896888;128:0.0014044922852672892;118:0.0008275905409509121","130:68;128:68;118:68","130:0.0012539128170195035;128:0.0012843478195563585;118:0.0007303207509151144","0.005126953125","0.005615234375","Yes"
"130","258.49170621050035","321.17006671202387","0.009521484375","0.01220703125","0.0068359375","2200","0.00013238095256867469","32","0.00013238095256867469","0","0.00013238095256867469","0.00013238095256867469","129:0.0011550941692896888;131:0.001332918140683731","129:68;131:68","129:0.0012539128170195035;131:0.0011007374001474057","0.009521484375","0.0068359375","Yes"
"131","355.43552606086126","290.47431448803263","0.00341796875","0.00390625","0.0029296875","2200","0.00011228615472967683","32","0.00011228615472967683","0","0.00011228615472967683","0.00011228615472967683","138:0.0008929079253429395;130:0.001332918140683731;132:0.0007481037084828557","138:68;130:68;132:68","138:0.0011610889808407743;130:0.0011007374001474057;132:0.0008334144442385394","0.00341796875","0.00244140625","Yes"
"132","256.33849721559915","419.9314955294241","0.00390625","0.00244140625","0.00537109375","2200","0.000113851994718118","32","0.000113851994718118","0","0.000113851994718118","0.000113851994718118","133:0.00555212775815539;131:0.0007481037084828557","133:68;131:68","133:0.0027715765884552823;131:0.0008334144442385394","0.00390625","0.00390625","Yes"
"133","311.8596524712473","358.355114212561","0.005859375","0.00390625","0.0078125","2200","0.00019814390831106066","32","0.00019814390831106066","0","0.00019814390831106066","0.00019814390831106066","132:0.00555212775815539;134:0.0050018062372912675;119:0.00373355990004387","132:68;134:68;119:68","132:0.0027715765884552823;134:0.003558234114925507;119:0.002397993108438884","0.005859375","0.009765625","Yes"
"134","285.0407280494257","324.98467875497886","0.00732421875","0.01171875","0.0029296875","2200","0.00011937010754962951","32","0.00011937010754962951","0","0.00011937010754962951","0.00011937010754962951","133:0.0050018062372912675;135:0.0014908151549634652","133:68;135:68","133:0.003558234114925507;135:0.0007367334879420095","0.00732421875","0.00341796875","Yes"
"135","327.81961316264307","570.4003733618575","0.00439453125","0.00634765625","0.00244140625","2200","0.00007576402045362965","32","0.00007576402045362965","0","0.00007576402045362965","0.00007576402045362965","134:0.0014908151549634652;139:0.0008169188004734373","134:68;139:68","134:0.0007367334879420095;139:0.0018805799436252824","0.00439453125","0.00439453125","Yes"
"136","337.764150190956","428.67359497942493","0.0048828125","0.0078125","0.001953125","2200","0.00011632396229566422","32","0.00011632396229566422","0","0.00011632396229566422","0.00011632396229566422","123:0.0010742631556339421;143:0.0010669986079551996","123:68;143:68","123:0.0008512866904261951;143:0.0007667552138529432","0.0048828125","0.009765625","Yes"
"137","248.75667357805514","352.35745146126646","0.0087890625","0.01416015625","0.00341796875","2200","0.00011213782680581376","32","0.00011213782680581376","0","0.00011213782680581376","0.00011213782680581376","147:0.0010733330658879714;127:0.0009516614239991061","147:68;127:68","147:0.0012955499301992857;127:0.0010680485677352358","0.0087890625","0.010986328125","Yes"
"138","352.2772785281922","526.654324689816","0.013671875","0.017578125","0.009765625","2200","0.00010741271234873234","32","0.00010741271234873234","0","0.00010741271234873234","0.00010741271234873234","151:0.0010226409305632567;131:0.0008929079253429395","151:68;131:68","151:0.000863599482912536;131:0.0011610889808407743","0.013671875","0.007568359375","Yes"
"139","351.704630984691","344.2168689282302","0.006103515625","0.00390625","0.00830078125","2200","0.00008229166698973848","32","0.00008229166698973848","0","0.00008229166698973848","0.00008229166698973848","155:0.0012049050185648502;135:0.0008169188004734373","155:68;135:68","155:0.0007571197821571729;135:0.0018805799436252824","0.006103515625","0.010009765625","Yes"
"140","218.54486157656737","278.22765067982147","0.007080078125","0.00341796875","0.0107421875","2200","0.00019750512536681163","32","0.00019750512536681163","0","0.00019750512536681163","0.00019750512536681163","141:0.0018653247603252765","141:68","141:0.0008601485716193125","0.007080078125","0.006103515625","Yes"
"141","390.9575397762352","479.3887107005962","0.005859375","0.00439453125","0.00732421875","2200","0.000168204667976406","32","0.000168204667976406","0","0.000168204667976406","0.000168204667976406","140:0.0018653247603252765;142:0.0031379878082801738","140:68;142:68","140:0.0008601485716193125;142:0.0012473273190031775","0.005859375","0.00732421875","Yes"
"142","260.10328118899963","314.36927534360507","0.007568359375","0.00390625","0.01123046875","2200","0.00017581319257813685","32","0.00017581319257813685","0","0.00017581319257813685","0.00017581319257813685","143:0.0013173279049193687;141:0.0031379878082801738","143:68;141:68","143:0.0009693250896072036;141:0.0012473273190031775","0.007568359375","0.0029296875","Yes"
"143","178.38246445163864","251.2621316250788","0.01123046875","0.0166015625","0.005859375","2200","0.00021509798496546656","32","0.00021509798496546656","0","0.00021509798496546656","0.00021509798496546656","142:0.0013173279049193687;144:0.001328484006650782;136:0.0010669986079551996","142:68;144:88;136:68","142:0.0009693250896072036;144:0.0014903605194144243;136:0.0007667552138529432","0.01123046875","0.0029296875","Yes"
"144","324.75628581669685","496.49440053155973","0.00341796875","0.0029296875","0.00390625","2200","0.00010776168114358513","32","0.00010776168114358513","0","0.00010776168114358513","0.00010776168114358513","145:0.0010482913962419904;143:0.001328484006650782","145:68;143:88","145:0.0008870266404854832;143:0.0014903605194144243","0.00341796875","0.009765625","Yes"
"145","330.5012756457271","332.9906683820252","0.035888671875","0.02099609375","0.05078125","2200","0.00008635044110508917","32","0.00008635044110508917","0","0.00008635044110508917","0.00008635044110508917","144:0.0010482913962419904;146:0.09748487107181852","144:68;146:108","144:0.0008870266404854832;146:0.10493001066899049","0.035888671875","0.02685546875","Yes"
"146","14.815068940182634","12.798086529530194","0.18896484375","0.22509765625","0.15283203125","2200","","32","","0","","","145:0.09748487107181852;147:0.11682416394908553","145:108;147:68","145:0.10493001066899049;147:0.07572207010407953","0.18896484375","0.20947265625","Yes"
"147","366.3984290662273","432.95951384780983","0.009033203125","0.01220703125","0.005859375","2200","0.00010965559764160798","32","0.00010965559764160798","0","0.00010965559764160798","0.00010965559764160798","148:0.0007327650357505655;137:0.0010733330658879714;146:0.11682416394908553","148:68;137:68;146:68","148:0.001000654141844498;137:0.0012955499301992857;146:0.07572207010407953","0.009033203125","0.0166015625","Yes"
"148","236.43513296989698","360.32898905823436","0.009033203125","0.01171875","0.00634765625","2200","0.0000798088176464086","32","0.0000798088176464086","0","0.0000798088176464086","0.0000798088176464086","147:0.0007327650357505655;149:0.001777659689262967","147:68;149:68","147:0.001000654141844498;149:0.0013880234247068413","0.009033203125","0.00244140625","Yes"
"149","233.9325180778651","312.0515772314456","0.003662109375","0.00390625","0.00341796875","2200","0.0000833234953677599","32","0.0000833234953677599","0","0.0000833234953677599","0.0000833234953677599","150:0.0013609272882416923;148:0.001777659689262967","150:88;148:68","150:0.0012114619790674908;148:0.0013880234247068413","0.003662109375","0.002197265625","Yes"
"150","97.54780340284897","138.4668949918235","0.005859375","0.00390625","0.0078125","2200","0.0001248206268380545","32","0.0001248206268380545","0","0.0001248206268380545","0.0001248206268380545","149:0.0013609272882416923;151:0.003468030584512477","149:88;151:68","149:0.0012114619790674908;151:0.0029851755312224615","0.005859375","0.00341796875","Yes"
"151","360.98952512353895","432.6418910915875","0.015625","0.029296875","0.001953125","2200","0.00011189583047940971","32","0.00011189583047940971","0","0.00011189583047940971","0.00011189583047940971","138:0.0010226409305632567;152:0.0014293535347687791;150:0.003468030584512477","138:68;152:68;150:68","138:0.000863599482912536;152:0.001398388801184397;150:0.0029851755312224615","0.015625","0.00146484375","Yes"
"152","301.7066168092408","390.7538995112622","0.005126953125","0.00244140625","0.0078125","2200","0.0001557897500671016","32","0.0001557897500671016","0","0.0001557897500671016","0.0001557897500671016","151:0.0014293535347687791;153:0.0015454877540767575","151:68;153:68","151:0.001398388801184397;153:0.0011725503387733371","0.005126953125","0.006103515625","Yes"
"153","328.6050985135695","293.2158116505751","0.005126953125","0.0048828125","0.00537109375","2200","0.0001663466607891269","32","0.0001663466607891269","0","0.0001663466607891269","0.0001663466607891269","152:0.0015454877540767575;154:0.0014411643203556534","152:68;154:96","152:0.0011725503387733371;154:0.0012520485429020067","0.005126953125","0.007568359375","Yes"
"154","297.72969804085216","267.7384352149156","0.006103515625","0.0029296875","0.00927734375","2200","0.00021583784601463742","32","0.00021583784601463742","0","0.00021583784601463742","0.00021583784601463742","153:0.0014411643203556534;155:0.0009922841834111573","153:96;155:68","153:0.0012520485429020067;155:0.0008896692583471033","0.006103515625","0.00830078125","Yes"
"155","365.93961627360164","378.237254135607","0.003662109375","0.00244140625","0.0048828125","2200","0.00014860851072185578","32","0.00014860851072185578","0","0.00014860851072185578","0.00014860851072185578","139:0.0012049050185648502;154:0.0009922841834111573","139:68;154:68","139:0.0007571197821571729;154:0.0008896692583471033","0.003662109375","0.003173828125","Yes"
