"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"75","221.85770759027457","281.28498095594","0.0147705078125","0.013427734375","0.01611328125","2584","0.00025564113040419355","32","0.00025564113040419355","0","0.00025564113040419355","0.00025564113040419355","59:0.001577398959358156;74:0.0014096158654978708","59:88;74:88","59:0.0009671395475006617;74:0.0014453082393769134","0.0147705078125","0.007568359375","Yes"
"76","76.17328530179637","112.04088937603926","0.015380859375","0.01806640625","0.0126953125","2584","0.00011862305761619225","32","0.00011862305761619225","0","0.00011862305761619225","0.00011862305761619225","81:0.0008674606881787228;61:0.0012635379967360083","81:88;61:88","81:0.0012470033098002098;61:0.0016729010959911361","0.015380859375","0.009521484375","Yes"
"77","264.4451974075822","309.05224008660036","0.0048828125","0.00732421875","0.00244140625","2584","0.00012222910013515593","32","0.00012222910013515593","0","0.00012222910013515593","0.00012222910013515593","85:0.0010466884617869876;65:0.001114798400312117","85:88;65:88","85:0.0012255289833280891;65:0.0013129315964097998","0.0048828125","0.002197265625","Yes"
"78","259.13344077977325","235.36642843543666","0.0142822265625","0.01123046875","0.014892578125","2584","0.00016686495531106397","32","0.00016686495531106397","0","0.00016686495531106397","0.00016686495531106397","69:0.0025233514202040452;89:0.007562877225885362","69:88;89:88","69:0.0027842931272994698;89:0.009015787195037345","0.0142822265625","0.0107421875","Yes"
"79","172.46266532572133","267.1018630338278","0.011474609375","0.013916015625","0.009033203125","2584","0.00011322221249806665","32","0.00011322221249806665","0","0.00011322221249806665","0.00011322221249806665","93:0.0016684845229217038;73:0.0007960776930416857","93:88;73:88","93:0.0019795515466227154;73:0.001164810965358698","0.011474609375","0.00537109375","Yes"
"80","218.38676603659172","390.9090110273865","0.01025390625","0.009521484375","0.010986328125","2584","0.00011822070246135713","32","0.00011822070246135713","0","0.00011822070246135713","0.00011822070246135713","81:0.0011362024679799632","81:88","81:0.0011613213574641346","0.01025390625","0.00927734375","Yes"
"81","315.75320708912494","579.8070894988705","0.0096435546875","0.010498046875","0.0087890625","2584","0.00013618560812247792","32","0.00013618560812247792","0","0.00013618560812247792","0.00013618560812247792","80:0.0011362024679799632;82:0.0011386031787668782;76:0.0008674606881787228","80:88;82:88;76:88","80:0.0011613213574641346;82:0.0012655838370546624;76:0.0012470033098002098","0.0096435546875","0.0078125","Yes"
"82","284.9878656427668","375.91861315926957","0.025390625","0.017578125","0.033203125","2584","0.0001483286128182474","32","0.0001483286128182474","0","0.0001483286128182474","0.0001483286128182474","81:0.0011386031787668782;83:0.0026569888011668263","81:88;83:148","81:0.0012655838370546624","0.025390625","0.01708984375","Yes"
"83","100.942549559451","153.68098552255336","0.0306396484375","0.05029296875","0.010986328125","2584","0.0002831721284752329","32","0.0002831721284752329","0","0.0002831721284752329","0.0002831721284752329","82:0.0026569888011668263;84:0.0015386979383582577","96:88;82:148;84:88","84:0.001535892445356346","0.0306396484375","0.027099609375","Yes"
"84","366.50520680179284","459.29748524233906","0.0186767578125","0.016357421875","0.02099609375","2584","0.00012213480502721856","32","0.00012213480502721856","0","0.00012213480502721856","0.00012213480502721856","83:0.0015386979383582577;85:0.0013452132501818315","83:88;85:88","83:0.001535892445356346;85:0.0008393462287065723","0.0186767578125","0.010986328125","Yes"
"85","320.3993636343445","373.9435290784878","0.0164794921875","0.015625","0.017333984375","2584","0.00014151240501355698","32","0.00014151240501355698","0","0.00014151240501355698","0.00014151240501355698","77:0.0010466884617869876;86:0.0007951861111775982;84:0.0013452132501818315","77:88;86:88;84:88","77:0.0012255289833280891;86:0.0008679516077800264;84:0.0008393462287065723","0.0164794921875","0.01171875","Yes"
"86","278.3475925220007","501.6727644261362","0.029296875","0.022705078125","0.035888671875","2584","0.00015146060523278963","32","0.00015146060523278963","0","0.00015146060523278963","0.00015146060523278963","85:0.0007951861111775982;87:0.0015514971287143298","85:88;87:88","85:0.0008679516077800264;87:0.0010164326418897751","0.029296875","0.020751953125","Yes"
"87","351.7819505690069","491.3882083998798","0.0191650390625","0.0224609375","0.015869140625","2584","0.00007911414745453537","32","0.00007911414745453537","0","0.00007911414745453537","0.00007911414745453537","86:0.0015514971287143298;88:0.004333175505540493;97:0.0022381428668121206","86:88;88:88;97:88","86:0.0010164326418897751;88:0.003929757233685716;97:0.0034137966381473928","0.0191650390625","0.014404296875","Yes"
"88","262.5810307573447","255.11482145518917","0.0159912109375","0.012451171875","0.01953125","2584","0.00026558651443959964","32","0.00026558651443959964","0","0.00026558651443959964","0.00026558651443959964","87:0.004333175505540493;89:0.005503450088658407","87:88;89:88","87:0.003929757233685716;89:0.004612169581556053","0.0159912109375","0.011962890625","Yes"
"89","282.5235835149883","261.17960867379986","0.015625","0.018798828125","0.012451171875","2584","0.00023398857268281835","32","0.00023398857268281835","0","0.00023398857268281835","0.00023398857268281835","90:0.002943023778280207;88:0.005503450088658407;78:0.007562877225885362","90:88;88:88;78:88","90:0.0036378331453895407;88:0.004612169581556053;78:0.009015787195037345","0.015625","0.014404296875","Yes"
"90","74.07752211407089","128.85213394559216","0.0162353515625","0.022216796875","0.01025390625","2584","0.0002542762656193754","32","0.0002542762656193754","0","0.0002542762656193754","0.0002542762656193754","89:0.002943023778280207;91:0.001885652608455718","89:88;91:88","89:0.0036378331453895407;91:0.0020644972914897197","0.0162353515625","0.013427734375","Yes"
"91","312.0381457187844","191.0083602731718","0.0159912109375","0.0185546875","0.013427734375","2584","0.0004081244979369563","32","0.0004081244979369563","0","0.0004081244979369563","0.0004081244979369563","98:0.0012175505968993194;90:0.001885652608455718;92:0.0019086808601709027","98:88;90:88;92:88","98:0.0010010913996327253;90:0.0020644972914897197;92:0.0014126390594197402","0.0159912109375","0.02294921875","Yes"
"92","332.93603612738116","212.30396279521023","0.0191650390625","0.017333984375","0.02099609375","2584","0.00024894389656918907","32","0.00024894389656918907","0","0.00024894389656918907","0.00024894389656918907","91:0.0019086808601709027;93:0.0014980381661816033","91:88;93:88","91:0.0014126390594197402;93:0.002204894818532005","0.0191650390625","0.010986328125","Yes"
"93","170.52231302609482","142.40137517858912","0.013427734375","0.013916015625","0.012939453125","2584","0.00033217280474262057","32","0.00033217280474262057","0","0.00033217280474262057","0.00033217280474262057","94:0.001611257747239414;79:0.0016684845229217038;92:0.0014980381661816033","94:88;79:88;92:88","94:0.0019747558588638914;79:0.0019795515466227154;92:0.002204894818532005","0.013427734375","0.00634765625","Yes"
"94","287.271120248392","182.96659606587417","0.0205078125","0.029052734375","0.011962890625","2584","0.0003630201017065635","32","0.0003630201017065635","0","0.0003630201017065635","0.0003630201017065635","93:0.001611257747239414;95:0.0013896646950692926","93:88;95:88","93:0.0019747558588638914;95:0.0011803043892845144","0.0205078125","0.032470703125","Yes"
"95","380.44561311411763","249.39484172542097","0.0257568359375","0.02587890625","0.02392578125","2584","0.00019310828336355711","32","0.00019310828336355711","0","0.00019310828336355711","0.00019310828336355711","99:0.0011846604570944774;94:0.0013896646950692926","99:88;94:88","99:0.0011723900827711187;94:0.0011803043892845144","0.0257568359375","0.020751953125","Yes"
"96","289.452254049444","398.18338204154264","0.0167236328125","0.0146484375","0.018798828125","2584","0.00035459275931976617","32","0.00035459275931976617","0","0.00035459275931976617","0.00035459275931976617","103:0.0014927698354052221","83:88;103:88","103:0.0024403711731812716","0.0167236328125","0.011474609375","Yes"
"97","273.5196152792295","426.10564559315736","0.012451171875","0.0166015625","0.00830078125","2584","0.0002535539683097118","32","0.0002535539683097118","0","0.0002535539683097118","0.0002535539683097118","87:0.0022381428668121206;107:0.0013196277424077363","87:88;107:88","87:0.0034137966381473928;107:0.0012552166501138273","0.012451171875","0.00732421875","Yes"
"98","323.4178303645312","404.1123194978395","0.0155029296875","0.01123046875","0.019775390625","2584","0.00009676918582243773","32","0.00009676918582243773","0","0.00009676918582243773","0.00009676918582243773","91:0.0012175505968993194;111:0.00218641839639791","91:88;111:88","91:0.0010010913996327253;111:0.0015998580893519243","0.0155029296875","0.009521484375","Yes"
"99","305.34964122861834","325.5168912183558","0.007568359375","0.005859375","0.00927734375","2584","0.00020117665509538878","32","0.00020117665509538878","0","0.00020117665509538878","0.00020117665509538878","115:0.0011274315912455646;95:0.0011846604570944774","115:88;95:88","115:0.0012391709279722662;95:0.0011723900827711187","0.007568359375","0.0078125","Yes"
"100","307.70052599581203","527.265210928347","0.0137939453125","0.01513671875","0.012451171875","2584","0.0001444595048546191","32","0.0001444595048546191","0","0.0001444595048546191","0.0001444595048546191","101:0.0013728934478337285","101:88","101:0.001279120397946698","0.0137939453125","0.00732421875","Yes"
"101","421.5044888110425","480.80793403771173","0.0040283203125","0.0048828125","0.003173828125","2584","0.00009105761925392931","32","0.00009105761925392931","0","0.00009105761925392931","0.00009105761925392931","100:0.0013728934478337285;116:0.0014284339978560823;102:0.0016184229775411674","100:88;116:88;102:88","100:0.001279120397946698;116:0.0031622226656271846;102:0.0010925487205529216","0.0040283203125","0.00634765625","Yes"
"102","253.56103202884546","451.2329791838516","0.0147705078125","0.01806640625","0.011474609375","2584","0.00018431221808926576","32","0.00018431221808926576","0","0.00018431221808926576","0.00018431221808926576","101:0.0016184229775411674;103:0.0011771838463051632","101:88;103:88","101:0.0010925487205529216;103:0.0009180177285546265","0.0147705078125","0.0107421875","Yes"
"103","296.4958677455138","410.2458397144672","0.0113525390625","0.0107421875","0.011962890625","2584","0.00015450980436259906","32","0.00015450980436259906","0","0.00015450980436259906","0.00015450980436259906","104:0.0012014338920093293;96:0.0014927698354052221;102:0.0011771838463051632","104:88;96:88;102:88","104:0.0010870231891333404;96:0.0024403711731812716;102:0.0009180177285546265","0.0113525390625","0.007568359375","Yes"
"104","372.64335090696414","428.4172014797343","0.0166015625","0.011962890625","0.021240234375","2584","0.00020420382153319276","32","0.00020420382153319276","0","0.00020420382153319276","0.00020420382153319276","103:0.0012014338920093293;105:0.0016225714760448873","103:88;105:88","103:0.0010870231891333404;105:0.001017226545593386","0.0166015625","0.011474609375","Yes"
"105","344.9564762908933","351.7712518403818","0.0137939453125","0.02001953125","0.007568359375","2584","0.00008056673852211079","32","0.00008056673852211079","0","0.00008056673852211079","0.00008056673852211079","104:0.0016225714760448873;106:0.0012044266283493255;117:0.07112471859427952","104:88;106:88;117:88","104:0.001017226545593386;106:0.0011295094505626713;117:0.08850657585770794","0.0137939453125","0.0087890625","Yes"
"106","282.96298082000345","360.1141192309699","0.014892578125","0.013916015625","0.015869140625","2584","0.00010862227365283075","32","0.00010862227365283075","0","0.00010862227365283075","0.00010862227365283075","107:0.0011888842734202598;105:0.0012044266283493255","107:88;105:88","107:0.0011244958805507743;105:0.0011295094505626713","0.014892578125","0.008056640625","Yes"
"107","352.8484870024152","354.32667553024487","0.019775390625","0.01806640625","0.021484375","2584","0.00010711170991045179","32","0.00010711170991045179","0","0.00010711170991045179","0.00010711170991045179","106:0.0011888842734202598;108:0.0011212413357209738;97:0.0013196277424077363","106:88;108:88;97:88","106:0.0011244958805507743;108:0.0023314056819583595;97:0.0012552166501138273","0.019775390625","0.0087890625","Yes"
"108","153.96715651924032","148.43422419522147","0.00634765625","0.008056640625","0.004638671875","2584","0.00025108879487214787","32","0.00025108879487214787","0","0.00025108879487214787","0.00025108879487214787","107:0.0011212413357209738;109:0.0011796922072093152","107:88;109:88","107:0.0023314056819583595;109:0.002135234921257778","0.00634765625","0.0068359375","Yes"
"109","378.4890514816566","305.2890215728045","0.01708984375","0.018798828125","0.015380859375","2584","0.00011988879157195779","32","0.00011988879157195779","0","0.00011988879157195779","0.00011988879157195779","108:0.0011796922072093152;110:0.0015328045446877658;118:0.0016016072474639431","108:88;110:88;118:88","108:0.002135234921257778;110:0.0009981859854169273;118:0.001283984084598122","0.01708984375","0.009521484375","Yes"
"110","303.16653341335757","238.6930812785512","0.0225830078125","0.020263671875","0.02490234375","2584","0.00020713780482476684","32","0.00020713780482476684","0","0.00020713780482476684","0.00020713780482476684","109:0.0015328045446877658;111:0.001531171803415582","109:88;111:88","109:0.0009981859854169273;111:0.0018841953246644116","0.0225830078125","0.019775390625","Yes"
"111","251.3199691250846","180.15245901603467","0.0120849609375","0.014404296875","0.009765625","2584","0.0002142712012240162","32","0.0002142712012240162","0","0.0002142712012240162","0.0002142712012240162","112:0.0038736061599371208;110:0.001531171803415582;98:0.00218641839639791","112:88;110:88;98:88","112:0.002677073491448745;110:0.0018841953246644116;98:0.0015998580893519243","0.0120849609375","0.008056640625","Yes"
"112","363.9885296387533","543.5550403088467","0.0220947265625","0.0185546875","0.02392578125","2584","0.0002113136974981516","32","0.0002113136974981516","0","0.0002113136974981516","0.0002113136974981516","111:0.0038736061599371208;113:0.0020141150633211924","111:88;113:88","111:0.002677073491448745;113:0.0015984195062867523","0.0220947265625","0.024658203125","Yes"
"113","309.5663759420716","319.79124277294346","0.009033203125","0.00927734375","0.0087890625","2584","0.00014347600579461714","32","0.00014347600579461714","0","0.00014347600579461714","0.00014347600579461714","119:0.000795380123363415;112:0.0020141150633211924;114:0.0007032469803772423","119:88;112:88;114:88","119:0.0007322435900339597;112:0.0015984195062867523;114:0.0008795628715590753","0.009033203125","0.007568359375","Yes"
"114","305.10958089103116","379.95916842313295","0.011474609375","0.019775390625","0.003173828125","2584","0.00012374178078752325","32","0.00012374178078752325","0","0.00012374178078752325","0.00012374178078752325","115:0.0009794877357846288;113:0.0007032469803772423","115:88;113:88","115:0.0007765050785767669;113:0.0008795628715590753","0.011474609375","0.00341796875","Yes"
"115","417.7313834475448","442.88063779988164","0.029296875","0.029541015625","0.029052734375","2584","0.00010731643678799839","32","0.00010731643678799839","0","0.00010731643678799839","0.00010731643678799839","99:0.0011274315912455646;114:0.0009794877357846288","99:88;114:88","99:0.0012391709279722662;114:0.0007765050785767669","0.029296875","0.019287109375","Yes"
"116","91.22186089732877","168.85230048591538","0.014892578125","0.016357421875","0.013427734375","2584","0.000166715260249858","32","0.000166715260249858","0","0.000166715260249858","0.000166715260249858","101:0.0014284339978560823;121:0.07069007484258893","101:88;121:88","101:0.0031622226656271846;121:0.036590093434858","0.014892578125","0.007080078125","Yes"
"117","6.623812972954999","9.400012702904561","0.104736328125","0.18994140625","0.01953125","2584","","32","","0","","","105:0.07112471859427952","105:88;125:88","105:0.08850657585770794;125:0.1089646349002828","0.104736328125","0.0888671875","Yes"
"118","255.11181629962005","379.5393029240126","0.015869140625","0.017822265625","0.013916015625","2584","0.0003286209075014726","32","0.0003286209075014726","0","0.0003286209075014726","0.0003286209075014726","109:0.0016016072474639431;129:0.0019565353735862545","109:88;129:88","109:0.001283984084598122;129:0.0013936444917622415","0.015869140625","0.008544921875","Yes"
"119","308.06050172480616","324.7061547604707","0.021728515625","0.0224609375","0.02099609375","2584","0.00020300228832848438","32","0.00020300228832848438","0","0.00020300228832848438","0.00020300228832848438","113:0.000795380123363415;133:0.0013139546349580922","113:88;133:88","113:0.0007322435900339597;133:0.0011660353546464053","0.021728515625","0.01416015625","Yes"
"120","295.91094782951586","537.9128887927153","0.013916015625","0.006103515625","0.021728515625","2584","0.00022050427314518329","32","0.00022050427314518329","0","0.00022050427314518329","0.00022050427314518329","121:0.019956588235846756","121:88","121:0.016990684513246812","0.013916015625","0.0146484375","Yes"
"121","364.8730466011601","379.64543885008743","0.011962890625","0.01220703125","0.01171875","2584","0.0001572960399734198","32","0.0001572960399734198","0","0.0001572960399734198","0.0001572960399734198","120:0.019956588235846756;122:0.004310891602531314;116:0.07069007484258893","120:88;122:88;116:88","120:0.016990684513246812;122:0.0026001804602976686;116:0.036590093434858","0.011962890625","0.007080078125","Yes"
"122","253.851952705745","376.0590360601403","0.0208740234375","0.0185546875","0.023193359375","2584","0.0001294557068498775","32","0.0001294557068498775","0","0.0001294557068498775","0.0001294557068498775","121:0.004310891602531314;123:0.001248373210113063","121:88;123:88","121:0.0026001804602976686;123:0.0015632789716320261","0.0208740234375","0.014892578125","Yes"
"123","452.82344266214767","629.9005548332879","0.0113525390625","0.011962890625","0.0107421875","2584","0.0000867915759365037","32","0.0000867915759365037","0","0.0000867915759365037","0.0000867915759365037","136:0.0016067068603744794;124:0.0008898881529966762;122:0.001248373210113063","136:88;124:88;122:88","136:0.0017077800217763783;124:0.002398346324384626;122:0.0015632789716320261","0.0113525390625","0.006591796875","Yes"
"124","392.3844901663271","393.4593441657035","0.015869140625","0.017578125","0.01416015625","2584","0.00006509087373346184","32","0.00006509087373346184","0","0.00006509087373346184","0.00006509087373346184","123:0.0008898881529966762;125:0.0024789012594791937","123:88;125:88","123:0.002398346324384626;125:0.0023650839918413213","0.015869140625","0.0263671875","Yes"
"125","240.488189820143","235.68410273913005","0.0194091796875","0.037109375","0.001708984375","2584","0.0005230233968239296","32","0.0005230233968239296","0","0.0005230233968239296","0.0005230233968239296","124:0.0024789012594791937;126:0.0036228242002076805","117:88;124:88;126:88","117:0.1089646349002828;124:0.0023650839918413213;126:0.0025330928206148684","0.0194091796875","0.012939453125","Yes"
"126","401.854626250483","455.9492991567736","0.01611328125","0.01611328125","0.01611328125","2584","0.00019577262886808582","32","0.00019577262886808582","0","0.00019577262886808582","0.00019577262886808582","127:0.0012890350120671468;125:0.0036228242002076805","127:88;125:88","127:0.00405340785676675;125:0.0025330928206148684","0.01611328125","0.00927734375","Yes"
"127","382.10821203165614","361.41817186324727","0.0025634765625","0.003173828125","0.001953125","2584","0.00015644927915553746","32","0.00015644927915553746","0","0.00015644927915553746","0.00015644927915553746","126:0.0012890350120671468;128:0.0017261424118120428;137:0.0029830816284347195","126:88;128:88;137:88","126:0.00405340785676675;128:0.0016937781373770333;137:0.0020544911615801575","0.0025634765625","0.00390625","Yes"
"128","168.27101025746506","255.32621663895705","0.0064697265625","0.010009765625","0.0029296875","2584","0.00022167251489709148","32","0.00022167251489709148","0","0.00022167251489709148","0.00022167251489709148","127:0.0017261424118120428;129:0.0019927440445189903","127:88;129:88","127:0.0016937781373770333;129:0.002227896106866911","0.0064697265625","0.003662109375","Yes"
"129","387.42423892798627","317.40270274427974","0.010498046875","0.0087890625","0.01025390625","2584","0.00012617759470920343","32","0.00012617759470920343","0","0.00012617759470920343","0.00012617759470920343","130:0.0014452721119530276;128:0.0019927440445189903;118:0.0019565353735862545","130:88;128:88;118:88","130:0.001192131617901493;128:0.002227896106866911;118:0.0013936444917622415","0.010498046875","0.005615234375","Yes"
"130","341.6018749298948","411.85798048282516","0.0093994140625","0.010009765625","0.0087890625","2584","0.0002954329260541317","32","0.0002954329260541317","0","0.0002954329260541317","0.0002954329260541317","129:0.0014452721119530276;131:0.0012992529814616627","129:88;131:88","129:0.001192131617901493;131:0.0009625667269001492","0.0093994140625","0.00732421875","Yes"
"131","377.80327881831624","327.2418578521401","0.008056640625","0.01318359375","0.0029296875","2584","0.00021852567265946463","32","0.00021852567265946463","0","0.00021852567265946463","0.00021852567265946463","138:0.0015062332162800451;130:0.0012992529814616627;132:0.0014454300950675347","138:88;130:88;132:88","138:0.0010628864377879854;130:0.0009625667269001492;132:0.001271534969425392","0.008056640625","0.012451171875","Yes"
"132","371.1040158958182","343.33473026731633","0.02734375","0.026123046875","0.028564453125","2584","0.0001576856275071832","32","0.0001576856275071832","0","0.0001576856275071832","0.0001576856275071832","133:0.001329131074777029;131:0.0014454300950675347","133:88;131:88","133:0.0009439950456830992;131:0.001271534969425392","0.02734375","0.020751953125","Yes"
"133","349.19268323995965","348.5944753316052","0.0157470703125","0.01123046875","0.020263671875","2584","0.00010776290505405765","32","0.00010776290505405765","0","0.00010776290505405765","0.00010776290505405765","132:0.001329131074777029;134:0.0014565612637945369;119:0.0013139546349580922","132:88;134:88;119:88","132:0.0009439950456830992;134:0.0012254068237806948;119:0.0011660353546464053","0.0157470703125","0.014404296875","Yes"
"134","332.154980266989","268.47265192654714","0.0147705078125","0.018310546875","0.01123046875","2584","0.00012569052488968873","32","0.00012569052488968873","0","0.00012569052488968873","0.00012569052488968873","133:0.0014565612637945369;135:0.001324429751233147","133:88;135:208","133:0.0012254068237806948","0.0147705078125","0.01171875","Yes"
"135","262.0675072711347","339.93357766433064","0.01708984375","0.029052734375","0.005126953125","2584","0.0002168959008345334","32","0.0002168959008345334","0","0.0002168959008345334","0.0002168959008345334","134:0.001324429751233147;139:0.17002340176208441","134:208;139:88","139:0.1068485572752752","0.01708984375","0.012939453125","Yes"
"136","379.27054719978537","385.63521134221","0.0272216796875","0.020751953125","0.03369140625","2584","0.00017403963982992116","32","0.00017403963982992116","0","0.00017403963982992116","0.00017403963982992116","123:0.0016067068603744794;143:0.0010569730197717286","123:88;143:88","123:0.0017077800217763783;143:0.001403946612973772","0.0272216796875","0.068115234375","Yes"
"137","122.73029278680778","212.0241587907599","0.00830078125","0.011474609375","0.005126953125","2584","0.0001880628890265807","32","0.0001880628890265807","0","0.0001880628890265807","0.0001880628890265807","147:0.0019961672625731786;127:0.0029830816284347195","147:88;127:88","147:0.0028666535487679445;127:0.0020544911615801575","0.00830078125","0.004150390625","Yes"
"138","395.33358213251074","297.43492709284357","0.0115966796875","0.009033203125","0.01416015625","2584","0.00013992202953978526","32","0.00013992202953978526","0","0.00013992202953978526","0.00013992202953978526","151:0.0018382313051565624;131:0.0015062332162800451","151:88;131:88","151:0.0013075464174872597;131:0.0010628864377879854","0.0115966796875","0.007568359375","Yes"
"139","303.39948131006105","526.5942999660066","0.0042724609375","0.00439453125","0.004150390625","2584","0.00012815929136890055","32","0.00012815929136890055","0","0.00012815929136890055","0.00012815929136890055","155:0.0010624839661060037;135:0.17002340176208441","155:88;135:88","155:0.0015867786349450519;135:0.1068485572752752","0.0042724609375","0.005615234375","Yes"
"140","288.66707216291474","377.1337496290567","0.038330078125","0.04052734375","0.0361328125","2584","0.0034883846603073255","32","0.0034883846603073255","0","0.0034883846603073255","0.0034883846603073255","141:0.08193465366327615","141:88","141:0.06752064317279921","0.038330078125","0.023681640625","Yes"
"141","367.85091366171105","372.677337073349","0.015869140625","0.0126953125","0.01904296875","2584","0.00012194648536993575","32","0.00012194648536993575","0","0.00012194648536993575","0.00012194648536993575","140:0.08193465366327615;142:0.0018061763390118668","140:88;142:88","140:0.06752064317279921;142:0.003271138558974207","0.015869140625","0.01025390625","Yes"
"142","164.35893099687175","203.13495270804637","0.0128173828125","0.016845703125","0.0087890625","2584","0.0001730100144230575","32","0.0001730100144230575","0","0.0001730100144230575","0.0001730100144230575","143:0.002084446801337042;141:0.0018061763390118668","143:88;141:88","143:0.00172361035186816;141:0.003271138558974207","0.0128173828125","0.01025390625","Yes"
"143","375.37482408237565","638.6790422350496","0.010009765625","0.0107421875","0.00927734375","2584","0.0001390862856940073","32","0.0001390862856940073","0","0.0001390862856940073","0.0001390862856940073","142:0.002084446801337042;144:0.0024721642748544437;136:0.0010569730197717286","142:88;144:88;136:88","142:0.00172361035186816;144:0.0018938747140580803;136:0.001403946612973772","0.010009765625","0.006591796875","Yes"
"144","402.6945111910593","466.14173392350347","0.0125732421875","0.01318359375","0.011962890625","2584","0.00029181601177675267","32","0.00029181601177675267","0","0.00029181601177675267","0.00029181601177675267","145:0.0009860281785258607;143:0.0024721642748544437","145:88;143:88","145:0.0013409955794338457;143:0.0018938747140580803","0.0125732421875","0.005859375","Yes"
"145","370.6418581525477","534.8887933421408","0.0142822265625","0.01513671875","0.013427734375","2584","0.00011148461415390432","32","0.00011148461415390432","0","0.00011148461415390432","0.00011148461415390432","144:0.0009860281785258607","144:88;146:88","144:0.0013409955794338457","0.0142822265625","0.009033203125","Yes"
"146","281.7133788304694","361.1373933877693","0.018310546875","0.017578125","0.020263671875","2584","0.0001935929323685653","32","0.0001935929323685653","0","0.0001935929323685653","0.0001935929323685653","147:0.0029124808831842985","145:88;147:88","147:0.0014668688774533978","0.018310546875","0.006591796875","Yes"
"147","432.7943923285906","449.7266042339515","0.0196533203125","0.023193359375","0.01611328125","2584","0.0003314188114610246","32","0.0003314188114610246","0","0.0003314188114610246","0.0003314188114610246","148:0.0016336359744525408;137:0.0019961672625731786;146:0.0029124808831842985","148:88;137:88;146:88","148:0.0010994086285918692;137:0.0028666535487679445;146:0.0014668688774533978","0.0196533203125","0.020263671875","Yes"
"148","248.5450981384457","371.1456192821325","0.008056640625","0.008544921875","0.007568359375","2584","0.00007133258678909573","32","0.00007133258678909573","0","0.00007133258678909573","0.00007133258678909573","147:0.0016336359744525408;149:0.0012578374716630258","147:88;149:88","147:0.0010994086285918692;149:0.0009179652990093379","0.008056640625","0.0029296875","Yes"
"149","348.44032819920795","281.80140311799175","0.0159912109375","0.030029296875","0.001953125","2584","0.00013300617249398694","32","0.00013300617249398694","0","0.00013300617249398694","0.00013300617249398694","150:0.0010139794821202863;148:0.0012578374716630258","150:88;148:88","150:0.0027511225754528745;148:0.0009179652990093379","0.0159912109375","0.010498046875","Yes"
"150","316.976989921846","231.1609911798111","0.010986328125","0.01123046875","0.0107421875","2584","0.00012098331358157385","32","0.00012098331358157385","0","0.00012098331358157385","0.00012098331358157385","149:0.0010139794821202863;151:0.0011451879307498858","149:88;151:88","149:0.0027511225754528745;151:0.0015198656424280643","0.010986328125","0.005615234375","Yes"
"151","336.87592177209854","322.4290866533952","0.0166015625","0.012451171875","0.020751953125","2584","0.00012457211151820858","32","0.00012457211151820858","0","0.00012457211151820858","0.00012457211151820858","138:0.0018382313051565624;152:0.0012266107534897874;150:0.0011451879307498858","138:88;152:88;150:88","138:0.0013075464174872597;152:0.0014911613305536586;150:0.0015198656424280643","0.0166015625","0.00830078125","Yes"
"152","254.52169340293517","450.18364573386793","0.00927734375","0.00830078125","0.01025390625","2584","0.00015541284032643857","32","0.00015541284032643857","0","0.00015541284032643857","0.00015541284032643857","151:0.0012266107534897874;153:0.0010171807956119994","151:88;153:88","151:0.0014911613305536586;153:0.0014359446564398137","0.00927734375","0.0068359375","Yes"
"153","343.64914216418543","552.4643774949097","0.0216064453125","0.01953125","0.023681640625","2584","0.00008871609915314423","32","0.00008871609915314423","0","0.00008871609915314423","0.00008871609915314423","152:0.0010171807956119994;154:0.0017481695379109874","152:88;154:88","152:0.0014359446564398137;154:0.0008449687163529507","0.0216064453125","0.0087890625","Yes"
"154","268.9531730403122","263.9068128197995","0.0093994140625","0.01416015625","0.004638671875","2584","0.0001385147866686124","32","0.0001385147866686124","0","0.0001385147866686124","0.0001385147866686124","153:0.0017481695379109874;155:0.0011620887427614413","153:88;155:88","153:0.0008449687163529507;155:0.0009457379734353899","0.0093994140625","0.005615234375","Yes"
"155","295.4297671651529","425.9315251293194","0.006103515625","0.005859375","0.00634765625","2584","0.00016372586866511982","32","0.00016372586866511982","0","0.00016372586866511982","0.00016372586866511982","139:0.0010624839661060037;154:0.0011620887427614413","139:88;154:88","139:0.0015867786349450519;154:0.0009457379734353899","0.006103515625","0.007568359375","Yes"
