"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"83","247.72501736749683","240.48204523961743","0.06591796875","0.076171875","0.0556640625","2400","0.0002500424893667414","32","0.0002500424893667414","0","0.0002500424893667414","0.0002500424893667414","82:0.002761672411734112;84:0.002911281245338737;93:0.007429221929956237","73:168;82:68;84:168;93:128","0.06591796875","Yes"
"84","296.391079050717","231.18414112142693","0.065185546875","0.11962890625","0.0107421875","2400","0.0001871251170221087","32","0.0001871251170221087","0","0.0001871251170221087","0.0001871251170221087","83:0.002911281245338737;85:0.007627026199573617;94:0.0025744792408741446","74:168;83:168;85:148;94:208","0.065185546875","Yes"
"85","70.06748061373435","121.32742053577795","0.148681640625","0.22705078125","0.0703125","2400","0.0035117483890046417","32","0.0035117483890046417","0","0.0035117483890046417","0.0035117483890046417","86:0.007954247419688337;75:0.007547781512947688;95:0.007629348826575427;84:0.007627026199573617","86:168;75:128;95:188;84:148","0.148681640625","Yes"
"86","34.23310357486448","43.64871056684033","0.08642578125","0.05224609375","0.12060546875","2400","0.0006925952480511875","32","0.0006925952480511875","0","0.0006925952480511875","0.0006925952480511875","85:0.007954247419688337;87:0.0036693018848049097;96:0.004168581621712852;76:0.004156563467041491","85:168;87:128;96:208;76:168","0.08642578125","Yes"
"87","363.70636972717335","233.3611697576207","0.043701171875","0.02978515625","0.0576171875","2400","0.0001421840485981625","32","0.0001421840485981625","0","0.0001421840485981625","0.0001421840485981625","77:0.0017993010298821832;86:0.0036693018848049097;88:0.002012329850083039;97:0.0033344134847452522","77:248;86:128;88:148;97:328","0.043701171875","Yes"
"88","275.998603340605","294.54377841153325","0.281005859375","0.5458984375","0.01611328125","2400","0.00020264505645746289","32","0.00020264505645746289","0","0.00020264505645746289","0.00020264505645746289","78:0.0037160112542017343;87:0.002012329850083039;89:0.003001157180534647;98:0.0019750362911882535","78:268;87:148;89:108;98:248","0.281005859375","Yes"
"89","381.61414693037057","124.1768704365049","0.058837890625","0.06103515625","0.056640625","2400","0.0002169528804567214","32","0.0002169528804567214","0","0.0002169528804567214","0.0002169528804567214","79:0.004620658559807644;99:0.0018162967845870293;88:0.003001157180534647","79:68;99:68;88:108","0.058837890625","Yes"
"90","321.2602741791581","329.9743484351387","0.0146484375","0.0224609375","0.0068359375","2400","0.00009453225421200958","32","0.00009453225421200958","0","0.00009453225421200958","0.00009453225421200958","80:0.0018700659337676229;91:0.0012588139110775165;100:0.0010924395619039684","80:88;91:68;100:68","0.0146484375","Yes"
"91","474.38607679798645","379.4876979375305","0.019775390625","0.02734375","0.01220703125","2400","0.00014014905566518175","32","0.00014014905566518175","0","0.00014014905566518175","0.00014014905566518175","81:0.0013259405453452944;90:0.0012588139110775165;92:0.001879541840602822","81:88;90:68;92:208;101:168","0.019775390625","Yes"
"92","340.51311408896794","225.1464663776047","0.04638671875","0.06298828125","0.02978515625","2400","0.00016921141623457911","32","0.00016921141623457911","0","0.00016921141623457911","0.00016921141623457911","82:0.004532690827826508;91:0.001879541840602822;93:0.009755624120947964;102:0.0034112998882956103","82:168;91:208;93:188;102:268","0.04638671875","Yes"
"93","303.5356911498027","233.95738098421663","0.03955078125","0.07373046875","0.00537109375","2400","0.00028884173814309235","32","0.00028884173814309235","0","0.00028884173814309235","0.00028884173814309235","94:0.006131901903720288;83:0.007429221929956237;92:0.009755624120947964","94:168;83:128;103:448;92:188","0.03955078125","Yes"
"94","405.3526791468256","295.31614606685787","0.014404296875","0.025390625","0.00341796875","2400","0.00020654455143290993","32","0.00020654455143290993","0","0.00020654455143290993","0.00020654455143290993","93:0.006131901903720288;84:0.0025744792408741446;95:0.003353957700667154;104:0.002586039766407172","93:168;84:208;95:168;104:168","0.014404296875","Yes"
"95","274.1283798326025","207.92306068618137","0.0400390625","0.04296875","0.037109375","2400","0.00017224960820234287","32","0.00017224960820234287","0","0.00017224960820234287","0.00017224960820234287","85:0.007629348826575427;94:0.003353957700667154;96:0.0021879839706138438;105:0.0026639882677817195","85:188;94:168;96:128;105:148","0.0400390625","Yes"
"96","315.0575723918349","236.09731901732633","0.0458984375","0.05810546875","0.03369140625","2400","0.0002649687936510861","32","0.0002649687936510861","0","0.0002649687936510861","0.0002649687936510861","97:0.002864665781727893;106:0.00260871046179173;86:0.004168581621712852;95:0.0021879839706138438","97:168;106:188;86:208;95:128","0.0458984375","Yes"
"97","330.07874206002646","171.23147879401856","0.090087890625","0.0732421875","0.10693359375","2400","0.00020716031906869837","32","0.00020716031906869837","0","0.00020716031906869837","0.00020716031906869837","96:0.002864665781727893;98:0.002886982373543734;87:0.0033344134847452522;107:0.003040809850577697","96:168;98:248;87:328;107:128","0.090087890625","Yes"
"98","478.2265595043759","524.1397303086349","0.048828125","0.03466796875","0.06298828125","2400","0.00017403966057727473","32","0.00017403966057727473","0","0.00017403966057727473","0.00017403966057727473","97:0.002886982373543734;88:0.0019750362911882535;99:0.001142355031592046;108:0.0022608147382637556","97:248;88:248;99:68;108:348","0.048828125","Yes"
"99","475.103603907341","334.2229599598955","0.0322265625","0.0322265625","0.0322265625","2400","0.00023473273907124277","32","0.00023473273907124277","0","0.00023473273907124277","0.00023473273907124277","109:0.002451878123466561;89:0.0018162967845870293;98:0.001142355031592046","109:188;89:68;98:68","0.0322265625","Yes"
"100","308.10749573930093","331.92593645318897","0.012451171875","0.01513671875","0.009765625","2400","0.00009399196776095662","32","0.00009399196776095662","0","0.00009399196776095662","0.00009399196776095662","101:0.0019602474117925706;110:0.0010379404262983172;90:0.0010924395619039684","101:188;110:128;90:68","0.012451171875","Yes"
"101","175.00699874574383","172.4623370330287","0.010009765625","0.0126953125","0.00732421875","2400","0.0001275422544203093","32","0.0001275422544203093","0","0.0001275422544203093","0.0001275422544203093","100:0.0019602474117925706;102:0.0020235741213329717;111:0.0021316653320863632","100:188;91:168;102:128;111:248","0.010009765625","Yes"
"102","296.27035159273646","218.2052811489667","0.0107421875","0.0146484375","0.0068359375","2400","0.0002739865193414838","32","0.0002739865193414838","0","0.0002739865193414838","0.0002739865193414838","101:0.0020235741213329717;92:0.0034112998882956103;112:0.003216649726815235","101:128;103:368;92:268;112:168","0.0107421875","Yes"
"103","357.6678966153742","365.849374589157","0.02197265625","0.02783203125","0.01611328125","2400","0.00016984291155714822","32","0.00016984291155714822","0","0.00016984291155714822","0.00016984291155714822","104:0.0034138436476814915;113:0.002958007730859663","104:128;113:428;93:448;102:368","0.02197265625","Yes"
"104","422.4110914563415","249.01972016130418","0.0146484375","0.02001953125","0.00927734375","2400","0.00011914769478379556","32","0.00011914769478379556","0","0.00011914769478379556","0.00011914769478379556","103:0.0034138436476814915;105:0.0024943172880467213;114:0.01939994744528728;94:0.002586039766407172","103:128;105:128;114:128;94:168","0.0146484375","Yes"
"105","413.6590856157475","355.34578828792434","0.048828125","0.052734375","0.044921875","2400","0.00023526796292395528","32","0.00023526796292395528","0","0.00023526796292395528","0.00023526796292395528","104:0.0024943172880467213;106:0.003940122541782887;115:0.037283946174799354;95:0.0026639882677817195","104:128;106:148;115:148;95:148","0.048828125","Yes"
"106","122.66757765009635","164.8177156793969","0.021240234375","0.02392578125","0.0185546875","2400","0.0002765088263730208","32","0.0002765088263730208","0","0.0002765088263730208","0.0002765088263730208","96:0.00260871046179173;107:0.006715596750837022;116:0.003885458751398174;105:0.003940122541782887","96:188;107:188;116:128;105:148","0.021240234375","Yes"
"107","363.1421815756239","324.7226323342246","0.03662109375","0.03955078125","0.03369140625","2400","0.0004074417463633547","32","0.0004074417463633547","0","0.0004074417463633547","0.0004074417463633547","106:0.006715596750837022;108:0.0017910255725860913;117:0.0023108298027832985;97:0.003040809850577697","106:188;108:168;117:208;97:128","0.03662109375","Yes"
"108","293.00555393176296","251.04601758310596","0.023193359375","0.02099609375","0.025390625","2400","0.00020904969060172245","32","0.00020904969060172245","0","0.00020904969060172245","0.00020904969060172245","107:0.0017910255725860913;109:0.004154383158881475;118:0.004161314750791512;98:0.0022608147382637556","107:168;109:128;118:128;98:348","0.023193359375","Yes"
"109","439.8345700250526","345.97334841263074","0.015869140625","0.01708984375","0.0146484375","2400","0.00021286908490608121","32","0.00021286908490608121","0","0.00021286908490608121","0.00021286908490608121","99:0.002451878123466561;108:0.004154383158881475;119:0.005282892032300507","99:188;108:128;119:128","0.015869140625","Yes"
"110","459.2130047135424","518.5327354218838","0.039794921875","0.07177734375","0.0078125","2400","0.00022448041164264528","32","0.00022448041164264528","0","0.00022448041164264528","0.00022448041164264528","100:0.0010379404262983172;111:0.0020084986452418296","100:128;111:128","0.039794921875","Yes"
"111","217.1767598921806","195.3323356888134","0.051025390625","0.09619140625","0.005859375","2400","0.00022838608413978305","32","0.00022838608413978305","0","0.00022838608413978305","0.00022838608413978305","110:0.0020084986452418296;101:0.0021316653320863632","112:128;110:128;101:248","0.051025390625","Yes"
"112","356.88891087265995","365.6198211368059","0.02880859375","0.0498046875","0.0078125","2400","0.00011943221724438764","32","0.00011943221724438764","0","0.00011943221724438764","0.00011943221724438764","113:0.0021076420259285855;102:0.003216649726815235","111:128;113:168;102:168","0.02880859375","Yes"
"113","401.87672495055745","329.4931531522839","0.0302734375","0.04150390625","0.01904296875","2400","0.00014730441808809882","32","0.00014730441808809882","0","0.00014730441808809882","0.00014730441808809882","103:0.002958007730859663;112:0.0021076420259285855;114:0.016499716936100528","103:428;112:168;114:128","0.0302734375","Yes"
"114","165.12661938205093","158.32458820838772","0.030029296875","0.0537109375","0.00634765625","2400","0.0033676083909969855","32","0.0033676083909969855","0","0.0033676083909969855","0.0033676083909969855","115:0.014475311532563151;104:0.01939994744528728;113:0.016499716936100528","115:128;104:128;113:128","0.030029296875","Yes"
"115","272.36688125052444","295.86152016306306","0.01025390625","0.013671875","0.0068359375","2400","0.00019355962589372137","32","0.00019355962589372137","0","0.00019355962589372137","0.00019355962589372137","114:0.014475311532563151;105:0.037283946174799354;116:0.004037154426744627","114:128;105:148;116:128","0.01025390625","Yes"
"116","164.73347609060502","187.95301593452643","0.06640625","0.11181640625","0.02099609375","2400","0.0003538244683269853","32","0.0003538244683269853","0","0.0003538244683269853","0.0003538244683269853","106:0.003885458751398174;115:0.004037154426744627;117:0.0030847813806782476","106:128;115:128;117:128","0.06640625","Yes"
"117","429.7741559847233","434.66287248688394","0.01416015625","0.017578125","0.0107421875","2400","0.0005453051085683469","32","0.0005453051085683469","0","0.0005453051085683469","0.0005453051085683469","107:0.0023108298027832985;116:0.0030847813806782476;118:0.006364236331189377","107:208;116:128;118:128","0.01416015625","Yes"
"118","68.63640695604853","77.63415281705902","0.025634765625","0.025390625","0.02587890625","2400","0.00033359167026929265","32","0.00033359167026929265","0","0.00033359167026929265","0.00033359167026929265","119:0.0038519997532837913;108:0.004161314750791512;117:0.006364236331189377","119:128;108:128;117:128","0.025634765625","Yes"
"119","433.5974808737079","401.1147527393061","0.0224609375","0.02392578125","0.02099609375","2400","0.00017553412340199934","32","0.00017553412340199934","0","0.00017553412340199934","0.00017553412340199934","118:0.0038519997532837913;109:0.005282892032300507","118:128;109:128","0.0224609375","Yes"
