"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"74","53.253260900522776","63.10773423600387","0.0069580078125","0.007568359375","0.00634765625","1560","0.0004208848893169576","24","0.0004208848893169576","0","0.0004208848893169576","0.0004208848893169576","73:68;75:68","73:0.002156641492527367;75:0.0022482270370321467","73:0.0019866439202453623;75:0.002484753316163102","0.0069580078125","Yes"
"75","232.49026843441555","193.67780714529667","0.01220703125","0.0205078125","0.00390625","1560","0.0006490387339402884","24","0.0006490387339402884","0","0.0006490387339402884","0.0006490387339402884","59:68;74:68","59:0.002114343523494211;74:0.0022482270370321467","59:0.002399305823002018;74:0.002484753316163102","0.01220703125","Yes"
"76","134.62037306512002","83.91533097962822","0.0352783203125","0.041259765625","0.029296875","1560","0.0003942915386549575","24","0.0003942915386549575","0","0.0003942915386549575","0.0003942915386549575","81:68;61:68","81:0.0019349007544402497;61:0.002342595614247961","81:0.001718695795328351;61:0.0033350478050175603","0.0352783203125","Yes"
"77","106.54077897790727","47.424010286995724","0.00927734375","0.011962890625","0.006591796875","1560","0.0002820614121612903","24","0.0002820614121612903","0","0.0002820614121612903","0.0002820614121612903","85:68;65:68","85:0.002859035927844894;65:0.004146782198476473","85:0.0028788612917244605;65:0.003504017543825233","0.00927734375","Yes"
"78","77.08224394402927","66.64956610076615","0.0257568359375","0.02978515625","0.0224609375","1560","0.0005007856745639992","24","0.0005007856745639992","0","0.0005007856745639992","0.0005007856745639992","69:68;89:68","69:0.0022502791493133334;89:0.0027844919842228144","69:0.0027721837628066626;89:0.0025785635823453446","0.0257568359375","Yes"
"79","164.75700020780252","46.708578779259796","0.0084228515625","0.011474609375","0.00537109375","1560","0.0003270229081164119","24","0.0003270229081164119","0","0.0003270229081164119","0.0003270229081164119","93:68;73:68","93:0.002664389816910917;73:0.002803988277682884","93:0.002490709640550648;73:0.01797040907462824","0.0084228515625","Yes"
"80","142.5621945577887","85.78313743962478","0.0111083984375","0.014892578125","0.00732421875","1560","0.0003421410715932738","24","0.0003421410715932738","0","0.0003421410715932738","0.0003421410715932738","81:68","81:0.0018571002507669632","81:0.002479427555994562","0.0111083984375","Yes"
"81","152.2933108629116","20.995693530738613","0.030517578125","0.042724609375","0.018310546875","1560","0.0001980389922187134","24","0.0001980389922187134","0","0.0001980389922187134","0.0001980389922187134","80:68;82:68;76:68","80:0.0018571002507669632;82:0.0023935439385026624;76:0.0019349007544402497","80:0.002479427555994562;82:0.006927966034481425;76:0.001718695795328351","0.030517578125","Yes"
"82","116.74785814306176","33.39032102364034","0.0101318359375","0.01611328125","0.004150390625","1560","0.0008715776082017714","24","0.0008715776082017714","0","0.0008715776082017714","0.0008715776082017714","81:68;83:68","81:0.0023935439385026624;83:0.003035974063944319","81:0.006927966034481425;83:0.004558610639962879","0.0101318359375","Yes"
"83","141.39706902669687","156.15667500721773","0.2349853515625","0.248291015625","0.2216796875","1560","0.00018224286094064513","24","0.00018224286094064513","0","0.00018224286094064513","0.00018224286094064513","96:68;82:68;84:68","96:0.0029183158969268985;82:0.003035974063944319;84:0.0030443285627206884","96:0.002606055064741153;82:0.004558610639962879;84:0.003386957294524817","0.2349853515625","Yes"
"84","151.08143846918549","131.94591882785306","0.0089111328125","0.014892578125","0.0029296875","1560","0.00033032945986173997","24","0.00033032945986173997","0","0.00033032945986173997","0.00033032945986173997","83:68;85:68","83:0.0030443285627206884;85:0.0028421899541076767","83:0.003386957294524817;85:0.0029141385034017198","0.0089111328125","Yes"
"85","209.68851376674434","39.40979061467746","0.0113525390625","0.01416015625","0.008544921875","1560","0.00023999305892918944","24","0.00023999305892918944","0","0.00023999305892918944","0.00023999305892918944","77:68;86:68;84:68","77:0.002859035927844894;86:0.002921442888804998;84:0.0028421899541076767","77:0.0028788612917244605;86:0.002495139428226989;84:0.0029141385034017198","0.0113525390625","Yes"
"86","96.30610738690652","64.88657744772975","0.0096435546875","0.014404296875","0.0048828125","1560","0.00044795636086318857","24","0.00044795636086318857","0","0.00044795636086318857","0.00044795636086318857","85:68;87:68","85:0.002921442888804998;87:0.0024630599387704954","85:0.002495139428226989;87:0.0014893790214932368","0.0096435546875","Yes"
"87","146.38754448076529","134.88636613410947","0.0662841796875","0.085205078125","0.04736328125","1560","0.0006001877333197588","24","0.0006001877333197588","0","0.0006001877333197588","0.0006001877333197588","86:68;88:68;97:68","86:0.0024630599387704954;88:0.0022486159389061844;97:0.0026490600359072303","86:0.0014893790214932368;88:0.0019528541339816075;97:0.002137821299522752","0.0662841796875","Yes"
"88","136.54967262546936","204.9733658309128","0.01123046875","0.01611328125","0.00634765625","1560","0.0006595595952067798","24","0.0006595595952067798","0","0.0006595595952067798","0.0006595595952067798","87:68;89:68","87:0.0022486159389061844;89:0.0021437008846244554","87:0.0019528541339816075;89:0.0019283499764106427","0.01123046875","Yes"
"89","192.6179332358421","94.25908457411258","0.0194091796875","0.0234375","0.015380859375","1560","0.0001556437470808548","24","0.0001556437470808548","0","0.0001556437470808548","0.0001556437470808548","90:68;88:68;78:68","90:0.0026940043453963225;88:0.0021437008846244554;78:0.0027844919842228144","90:0.002075120947035075;88:0.0019283499764106427;78:0.0025785635823453446","0.0194091796875","Yes"
"90","176.24779564165487","163.6323608910232","0.009033203125","0.007080078125","0.010986328125","1560","0.00027616901752677007","24","0.00027616901752677007","0","0.00027616901752677007","0.00027616901752677007","89:68;91:68","89:0.0026940043453963225;91:0.0024096354256525065","89:0.002075120947035075;91:0.002450742675193157","0.009033203125","Yes"
"91","140.2131133841327","20.686903405950897","0.0526123046875","0.063232421875","0.0419921875","1560","0.00020537111093742115","24","0.00020537111093742115","0","0.00020537111093742115","0.00020537111093742115","98:68;90:68;92:68","98:0.001983223873486817;90:0.0024096354256525065;92:0.0025810333141291775","98:0.001733360294563946;90:0.002450742675193157;92:0.0025470409991355525","0.0526123046875","Yes"
"92","119.4910035224339","150.7280836922346","0.009521484375","0.0166015625","0.00244140625","1560","0.0005312518683788716","24","0.0005312518683788716","0","0.0005312518683788716","0.0005312518683788716","91:68;93:68","91:0.0025810333141291775;93:0.002687535557265669","91:0.0025470409991355525;93:0.0027059631122522687","0.009521484375","Yes"
"93","172.67540277232277","179.2524924978338","0.0238037109375","0.0322265625","0.015380859375","1560","0.0003199331114645801","24","0.0003199331114645801","0","0.0003199331114645801","0.0003199331114645801","94:68;79:68;92:68","94:0.002492735175934069;79:0.002664389816910917;92:0.002687535557265669","94:0.002467570606566105;79:0.002490709640550648;92:0.0027059631122522687","0.0238037109375","Yes"
"94","146.28693493984463","64.28502471686195","0.0098876953125","0.008056640625","0.01171875","1560","0.00028244330018380246","24","0.00028244330018380246","0","0.00028244330018380246","0.00028244330018380246","93:68;95:68","93:0.002492735175934069;95:0.0021918181000556147","93:0.002467570606566105;95:0.0020027301734553415","0.0098876953125","Yes"
"95","153.37440741431598","154.5691839692245","0.010009765625","0.01171875","0.006103515625","1560","0.00021577272320419356","24","0.00021577272320419356","0","0.00021577272320419356","0.00021577272320419356","99:68;94:68","99:0.002437080756315213;94:0.0021918181000556147","94:0.0020027301734553415","0.010009765625","Yes"
"96","130.64615562201703","155.58135930745684","0.009765625","0.012939453125","0.006591796875","1560","0.00033522231213681144","24","0.00033522231213681144","0","0.00033522231213681144","0.00033522231213681144","83:68;103:68","83:0.0029183158969268985;103:0.003370379513288141","83:0.002606055064741153;103:0.0027512407180546594","0.009765625","Yes"
"97","117.25915199387568","134.20688544038086","0.00732421875","0.009765625","0.0048828125","1560","0.0003696687013762474","24","0.0003696687013762474","0","0.0003696687013762474","0.0003696687013762474","87:68;107:68","87:0.0026490600359072303;107:0.0022479722414871506","87:0.002137821299522752;107:0.0019944049096921324","0.00732421875","Yes"
"98","123.1492600873275","18.958150033750147","0.0086669921875","0.009765625","0.007568359375","1560","0.00034847452502512514","24","0.00034847452502512514","0","0.00034847452502512514","0.00034847452502512514","91:68;111:68","91:0.001983223873486817;111:0.002922874109303447","91:0.001733360294563946;111:0.0026692997409652475","0.0086669921875","Yes"
"99","115.7897295948654","35.176815394799334","0.03857421875","0.0341796875","0.04296875","1560","0.0002315947979997865","24","0.0002315947979997865","0","0.0002315947979997865","0.0002315947979997865","115:68;95:68","115:0.0019087251508421166;95:0.002437080756315213","","0.03857421875","Yes"
"100","182.73650478129403","26.01221749403571","0.031494140625","0.046630859375","0.016357421875","1560","0.0018744250125031338","24","0.0018744250125031338","0","0.0018744250125031338","0.0018744250125031338","101:68","101:0.003678150385832718","101:0.003359387821253751","0.031494140625","Yes"
"101","144.36030334414414","139.11964248551314","0.0714111328125","0.07861328125","0.064208984375","1560","0.00031698953928466976","24","0.00031698953928466976","0","0.00031698953928466976","0.00031698953928466976","100:68;116:68;102:68","100:0.003678150385832718;116:0.002101362627491693;102:0.0034837128814730056","100:0.003359387821253751;116:0.001809095006844369;102:0.003123120966618348","0.0714111328125","Yes"
"102","177.75160089785578","91.33225980908331","0.0201416015625","0.029541015625","0.0107421875","1560","0.0003753248411573782","24","0.0003753248411573782","0","0.0003753248411573782","0.0003753248411573782","101:68;103:88","101:0.0034837128814730056;103:0.002931856499056029","101:0.003123120966618348;103:0.002572493277629956","0.0201416015625","Yes"
"103","50.52038534448078","76.75675268275823","0.017822265625","0.029052734375","0.006591796875","1560","0.00024304557189733524","24","0.00024304557189733524","0","0.00024304557189733524","0.00024304557189733524","104:68;96:68;102:88","104:0.0015199099694646057;96:0.003370379513288141;102:0.002931856499056029","104:0.002200146421428739;96:0.0027512407180546594;102:0.002572493277629956","0.017822265625","Yes"
"104","111.88565041641031","95.35543530697835","0.01416015625","0.0166015625","0.01171875","1560","0.00023554236379372978","24","0.00023554236379372978","0","0.00023554236379372978","0.00023554236379372978","103:68;105:68","103:0.0015199099694646057;105:0.0024227991371932323","103:0.002200146421428739;105:0.0019984385606067467","0.01416015625","Yes"
"105","153.6460450233941","139.4392836687994","0.02099609375","0.0302734375","0.01171875","1560","0.0003130794792585611","24","0.0003130794792585611","0","0.0003130794792585611","0.0003130794792585611","104:68;106:68;117:68","104:0.0024227991371932323;106:0.0018878057659017233;117:0.0021071143921297664","104:0.0019984385606067467;106:0.0017264251884645532;117:0.0026435553673724854","0.02099609375","Yes"
"106","201.49327682950695","207.50334220566094","0.00830078125","0.01123046875","0.00537109375","1560","0.000255828982085878","24","0.000255828982085878","0","0.000255828982085878","0.000255828982085878","107:68;105:68","107:0.0020541929834405614;105:0.0018878057659017233","107:0.003973450706614062;105:0.0017264251884645532","0.00830078125","Yes"
"107","67.78727769462367","18.48432665322232","0.0133056640625","0.0205078125","0.006103515625","1560","0.00044251954311624826","24","0.00044251954311624826","0","0.00044251954311624826","0.00044251954311624826","106:68;108:68;97:68","106:0.0020541929834405614;108:0.0019112143465425113;97:0.0022479722414871506","106:0.003973450706614062;108:0.0016810064848078454;97:0.0019944049096921324","0.0133056640625","Yes"
"108","174.74602780250703","149.96918649894008","0.0135498046875","0.01904296875","0.008056640625","1560","0.00029978777216750266","24","0.00029978777216750266","0","0.00029978777216750266","0.00029978777216750266","107:68;109:68","107:0.0019112143465425113;109:0.003431954331265724","107:0.0016810064848078454;109:0.0019256334767977223","0.0135498046875","Yes"
"109","158.13958599436563","71.59253255658707","0.015869140625","0.021240234375","0.010498046875","1560","0.0002995026322045893","24","0.0002995026322045893","0","0.0002995026322045893","0.0002995026322045893","108:68;110:68;118:68","108:0.003431954331265724;110:0.003062979062907506;118:0.0024651862377302325","108:0.0019256334767977223;110:0.0022068614519626106;118:0.002553266592653425","0.015869140625","Yes"
"110","131.30567240027764","95.4016559006081","0.0054931640625","0.008544921875","0.00244140625","1560","0.00021031137464979955","24","0.00021031137464979955","0","0.00021031137464979955","0.00021031137464979955","109:68;111:68","109:0.003062979062907506;111:0.002425839046763134","109:0.0022068614519626106;111:0.0021816869352344614","0.0054931640625","Yes"
"111","85.86880645930025","113.87595198323176","0.0269775390625","0.039306640625","0.0146484375","1560","0.00021903353380753663","24","0.00021903353380753663","0","0.00021903353380753663","0.00021903353380753663","112:68;110:68;98:68","112:0.002561342605355843;110:0.002425839046763134;98:0.002922874109303447","112:0.0022322799962376794;110:0.0021816869352344614;98:0.0026692997409652475","0.0269775390625","Yes"
"112","132.11386912318423","107.34941032936106","0.010986328125","0.009765625","0.009765625","1560","0.0005512923323814635","24","0.0005512923323814635","0","0.0005512923323814635","0.0005512923323814635","111:68;113:68","111:0.002561342605355843;113:0.0027813264934548054","111:0.0022322799962376794;113:0.0022200321152102964","0.010986328125","Yes"
"113","155.45218261487446","36.620666837520595","0.0869140625","0.10009765625","0.07373046875","1560","0.00019046240718556632","24","0.00019046240718556632","0","0.00019046240718556632","0.00019046240718556632","119:68;112:68;114:68","119:0.0025335088957136598;112:0.0027813264934548054;114:0.002995276187792356","119:0.003952410270868456;112:0.0022200321152102964;114:0.003972780996113923","0.0869140625","Yes"
"114","133.393240824813","103.28475155586372","0.0062255859375","0.007568359375","0.0048828125","1560","0.00029766305104517675","24","0.00029766305104517675","0","0.00029766305104517675","0.00029766305104517675","115:68;113:68","115:0.0027162374894950103;113:0.002995276187792356","115:0.003837633106325622;113:0.003972780996113923","0.0062255859375","Yes"
"115","150.30310060691087","166.0481689501832","0.0086669921875","0.011474609375","0.005859375","1560","0.0002630694121051714","24","0.0002630694121051714","0","0.0002630694121051714","0.0002630694121051714","99:68;114:68","99:0.0019087251508421166;114:0.0027162374894950103","114:0.003837633106325622","0.0086669921875","Yes"
"116","183.67081275111477","199.83698392403073","0.0447998046875","0.0595703125","0.030029296875","1560","0.00020772142018173724","24","0.00020772142018173724","0","0.00020772142018173724","0.00020772142018173724","101:68;121:68","101:0.002101362627491693;121:0.0016279045292038885","101:0.001809095006844369;121:0.0017526043176464279","0.0447998046875","Yes"
"117","113.65208751566426","144.20275199780355","0.0262451171875","0.0302734375","0.022216796875","1560","0.00021047809946958236","24","0.00021047809946958236","0","0.00021047809946958236","0.00021047809946958236","105:68;125:68","105:0.0021071143921297664;125:0.0032264905027316326","105:0.0026435553673724854;125:0.002186703929409478","0.0262451171875","Yes"
"118","118.19817712123667","48.027210311674416","0.0098876953125","0.01123046875","0.008544921875","1560","0.00036427949505190964","24","0.00036427949505190964","0","0.00036427949505190964","0.00036427949505190964","109:68;129:68","109:0.0024651862377302325;129:0.0024042481562445983","109:0.002553266592653425;129:0.002416456676676615","0.0098876953125","Yes"
"119","73.17128263335778","99.56711450160417","0.0103759765625","0.015625","0.005126953125","1560","0.0005280576923416115","24","0.0005280576923416115","0","0.0005280576923416115","0.0005280576923416115","113:68;133:68","113:0.0025335088957136598;133:0.003524916970952058","113:0.003952410270868456;133:0.0029030561592307824","0.0103759765625","Yes"
"120","109.11208724497044","134.55515077148735","0.0107421875","0.015869140625","0.005615234375","1560","0.0001766905647428865","24","0.0001766905647428865","0","0.0001766905647428865","0.0001766905647428865","121:68","121:0.0026858858046798773","121:0.002114150501504819","0.0107421875","Yes"
"121","275.78613970829787","114.70193410185657","0.0147705078125","0.0224609375","0.007080078125","1560","0.0002005987351425665","24","0.0002005987351425665","0","0.0002005987351425665","0.0002005987351425665","120:68;122:68;116:68","120:0.0026858858046798773;122:0.0030551661883708447;116:0.0016279045292038885","120:0.002114150501504819;122:0.002318597341930767;116:0.0017526043176464279","0.0147705078125","Yes"
"122","83.74395745092171","55.34717733681088","0.0150146484375","0.022705078125","0.00732421875","1560","0.00041272090803863527","24","0.00041272090803863527","0","0.00041272090803863527","0.00041272090803863527","121:68;123:68","121:0.0030551661883708447;123:0.0025355283123160988","121:0.002318597341930767;123:0.0026628014135925415","0.0150146484375","Yes"
"123","182.32701230966788","154.9801585691421","0.0089111328125","0.012939453125","0.0048828125","1560","0.00024083621272208677","24","0.00024083621272208677","0","0.00024083621272208677","0.00024083621272208677","136:68;124:68;122:68","136:0.0024544397928187855;124:0.0021899990384455226;122:0.0025355283123160988","136:0.002347011831368623;124:0.00196632695369256;122:0.0026628014135925415","0.0089111328125","Yes"
"124","140.60651715869204","144.41094530754572","0.0057373046875","0.00830078125","0.003173828125","1560","0.00048714490088605544","24","0.00048714490088605544","0","0.00048714490088605544","0.00048714490088605544","123:68;125:68","123:0.0021899990384455226;125:0.0017370093758670713","123:0.00196632695369256;125:0.0014769793867806524","0.0057373046875","Yes"
"125","93.74246541605434","50.36199125913209","0.0286865234375","0.0361328125","0.021240234375","1560","0.0001699939465530814","24","0.0001699939465530814","0","0.0001699939465530814","0.0001699939465530814","117:68;124:68;126:68","117:0.0032264905027316326;124:0.0017370093758670713;126:0.003534565418701646","117:0.002186703929409478;124:0.0014769793867806524;126:0.0022777746460888038","0.0286865234375","Yes"
"126","127.37846455744008","74.17790125463573","0.008544921875","0.013427734375","0.003662109375","1560","0.00035047578392762615","24","0.00035047578392762615","0","0.00035047578392762615","0.00035047578392762615","127:68;125:68","127:0.002385590951242328;125:0.003534565418701646","127:0.0020909198444339916;125:0.0022777746460888038","0.008544921875","Yes"
"127","134.7122572631965","148.6712240954957","0.038818359375","0.0498046875","0.02783203125","1560","0.00031684418117289173","24","0.00031684418117289173","0","0.00031684418117289173","0.00031684418117289173","126:68;128:68;137:68","126:0.002385590951242328;128:0.001925820591547417;137:0.0019239307775518744","126:0.0020909198444339916;128:0.0018710173383183482;137:0.0015494851870204995","0.038818359375","Yes"
"128","133.71567117075233","46.35743406930102","0.0379638671875","0.049072265625","0.02685546875","1560","0.00021288212360766283","24","0.00021288212360766283","0","0.00021288212360766283","0.00021288212360766283","127:68;129:68","127:0.001925820591547417;129:0.0021907779370990976","127:0.0018710173383183482;129:0.00280522324998439","0.0379638671875","Yes"
"129","177.06626557621553","109.4290403626796","0.0196533203125","0.0224609375","0.01611328125","1560","0.00022490491170044227","24","0.00022490491170044227","0","0.00022490491170044227","0.00022490491170044227","130:68;128:68;118:68","130:0.003196595597882601;128:0.0021907779370990976;118:0.0024042481562445983","130:0.0025748839613916608;128:0.00280522324998439;118:0.002416456676676615","0.0196533203125","Yes"
"130","143.50869832004437","146.58133650841526","0.0052490234375","0.007568359375","0.0029296875","1560","0.00046639313573933124","24","0.00046639313573933124","0","0.00046639313573933124","0.00046639313573933124","129:68;131:68","129:0.003196595597882601;131:0.0023643286719700896","129:0.0025748839613916608;131:0.0024293362199351853","0.0052490234375","Yes"
"131","114.70411667660284","160.46006455322285","0.102294921875","0.110107421875","0.094482421875","1560","0.0002446606682127765","24","0.0002446606682127765","0","0.0002446606682127765","0.0002446606682127765","138:68;130:68;132:68","138:0.002029488742835789;130:0.0023643286719700896;132:0.0017956151486992478","138:0.0030343822584537328;130:0.0024293362199351853;132:0.0014598610465136885","0.102294921875","Yes"
"132","114.73105554990859","156.53294950978164","0.0057373046875","0.010009765625","0.00146484375","1560","0.00017483775632117047","24","0.00017483775632117047","0","0.00017483775632117047","0.00017483775632117047","133:68;131:68","133:0.003156238851375087;131:0.0017956151486992478","133:0.0028056604172734256;131:0.0014598610465136885","0.0057373046875","Yes"
"133","91.93979651130775","45.35284809360066","0.027587890625","0.04736328125","0.0078125","1560","0.00015794747419081015","24","0.00015794747419081015","0","0.00015794747419081015","0.00015794747419081015","132:68;134:68;119:68","132:0.003156238851375087;134:0.0024923401308136195;119:0.003524916970952058","132:0.0028056604172734256;134:0.0029717014240441264;119:0.0029030561592307824","0.027587890625","Yes"
"134","115.09282263767076","47.05792009005191","0.006103515625","0.009521484375","0.002685546875","1560","0.0003763859068416185","24","0.0003763859068416185","0","0.0003763859068416185","0.0003763859068416185","133:68;135:68","133:0.0024923401308136195;135:0.0025243181049744434","133:0.0029717014240441264;135:0.002576941552219547","0.006103515625","Yes"
"135","241.0998561134404","305.1233548724998","0.04345703125","0.068603515625","0.018310546875","1560","0.0003805471477133772","24","0.0003805471477133772","0","0.0003805471477133772","0.0003805471477133772","134:68;139:68","134:0.0025243181049744434;139:0.0039025264599887866","134:0.002576941552219547;139:0.004874907068826956","0.04345703125","Yes"
"136","133.13909534660175","126.4179515018755","0.00830078125","0.0146484375","0.001953125","1560","0.0003070865908023465","24","0.0003070865908023465","0","0.0003070865908023465","0.0003070865908023465","123:68;143:68","123:0.0024544397928187855;143:0.0032413108545708835","123:0.002347011831368623;143:0.004717557381830717","0.00830078125","Yes"
"137","149.89491974766366","191.13074238321877","0.005615234375","0.00927734375","0.001953125","1560","0.00022935025761042533","24","0.00022935025761042533","0","0.00022935025761042533","0.00022935025761042533","147:68;127:68","147:0.0025178623307312575;127:0.0019239307775518744","147:0.0023807490043468993;127:0.0015494851870204995","0.005615234375","Yes"
"138","62.08973994211428","91.76056547777628","0.0107421875","0.01416015625","0.00732421875","1560","0.00038821831354347776","24","0.00038821831354347776","0","0.00038821831354347776","0.00038821831354347776","151:68;131:68","151:0.0022507392509232282;131:0.002029488742835789","151:0.002193969653294686;131:0.0030343822584537328","0.0107421875","Yes"
"139","72.09836454330451","29.9970730047239","0.0126953125","0.023193359375","0.002197265625","1560","0.0005654160402274116","24","0.0005654160402274116","0","0.0005654160402274116","0.0005654160402274116","155:68;135:68","155:0.0035177327386107793;135:0.0039025264599887866","155:0.0031650064232822406;135:0.004874907068826956","0.0126953125","Yes"
"140","146.84039590700436","239.0545722075425","0.01953125","0.02099609375","0.01806640625","1560","0.00022364064282579815","24","0.00022364064282579815","0","0.00022364064282579815","0.00022364064282579815","141:68","141:0.0032059431273390726","141:0.001980141329162771","0.01953125","Yes"
"141","256.0371661498001","147.4581883173349","0.0084228515625","0.0126953125","0.004150390625","1560","0.0002073369483734963","24","0.0002073369483734963","0","0.0002073369483734963","0.0002073369483734963","140:68;142:68","140:0.0032059431273390726;142:0.0036063104035171656","140:0.001980141329162771;142:0.0024136114412131315","0.0084228515625","Yes"
"142","149.03354092445363","166.6514792662568","0.0103759765625","0.016845703125","0.00390625","1560","0.0003091049562489097","24","0.0003091049562489097","0","0.0003091049562489097","0.0003091049562489097","143:68;141:68","143:0.0016262585819633857;141:0.0036063104035171656","143:0.0018520058247833149;141:0.0024136114412131315","0.0103759765625","Yes"
"143","204.146132139996","179.3844391869726","0.0091552734375","0.01513671875","0.003173828125","1560","0.00016941950463550886","24","0.00016941950463550886","0","0.00016941950463550886","0.00016941950463550886","142:68;144:68;136:68","142:0.0016262585819633857;144:0.002180972500785111;136:0.0032413108545708835","142:0.0018520058247833149;144:0.002788149185973421;136:0.004717557381830717","0.0091552734375","Yes"
"144","111.41189948982958","168.64210704654104","0.0067138671875","0.009521484375","0.00390625","1560","0.00029309810684068326","24","0.00029309810684068326","0","0.00029309810684068326","0.00029309810684068326","145:68;143:68","145:0.0020333004794323983;143:0.002180972500785111","145:0.001460907225555086;143:0.002788149185973421","0.0067138671875","Yes"
"145","193.86814025990205","130.20626462845473","0.0316162109375","0.032958984375","0.0302734375","1560","0.0001879447793526563","24","0.0001879447793526563","0","0.0001879447793526563","0.0001879447793526563","144:68;146:68","144:0.0020333004794323983;146:0.001379864157980415","144:0.001460907225555086;146:0.0014744021968717547","0.0316162109375","Yes"
"146","179.0028785340279","63.449239654609805","0.01220703125","0.0166015625","0.008056640625","1560","0.0001993871236653629","24","0.0001993871236653629","0","0.0001993871236653629","0.0001993871236653629","145:68;147:88","145:0.001379864157980415;147:0.002292521539138087","145:0.0014744021968717547;147:0.0018263550694479491","0.01220703125","Yes"
"147","169.9262746890881","171.83040997803067","0.0078125","0.011474609375","0.004150390625","1560","0.00021482039086083237","24","0.00021482039086083237","0","0.00021482039086083237","0.00021482039086083237","148:68;137:68;146:88","148:0.0031408577626100276;137:0.0025178623307312575;146:0.002292521539138087","148:0.0029387958354238075;137:0.0023807490043468993;146:0.0018263550694479491","0.0078125","Yes"
"148","41.46330398803026","40.50365670497471","0.0087890625","0.016357421875","0.001220703125","1560","0.00043779265892185886","24","0.00043779265892185886","0","0.00043779265892185886","0.00043779265892185886","147:68;149:68","147:0.0031408577626100276;149:0.011075323282854849","147:0.0029387958354238075;149:0.009206484865359188","0.0087890625","Yes"
"149","39.21622108140479","4.823760298534273","0.078369140625","0.0927734375","0.06396484375","1560","0.001992840809275932","24","0.001992840809275932","0","0.001992840809275932","0.001992840809275932","150:68;148:68","150:0.008170229507545534;148:0.011075323282854849","150:0.01025019716311587;148:0.009206484865359188","0.078369140625","Yes"
"150","148.78688791811996","6.027482972447623","0.006103515625","0.01025390625","0.001953125","1560","0.0008909006235071547","24","0.0008909006235071547","0","0.0008909006235071547","0.0008909006235071547","149:68;151:68","149:0.008170229507545534;151:0.006778725233567123","149:0.01025019716311587;151:0.008105567750424064","0.006103515625","Yes"
"151","83.85377016725893","98.88941710537466","0.0126953125","0.0185546875","0.0068359375","1560","0.000192423794162291","24","0.000192423794162291","0","0.000192423794162291","0.000192423794162291","138:68;152:68;150:68","138:0.0022507392509232282;152:0.002160204401495225;150:0.006778725233567123","138:0.002193969653294686;152:0.002015764971515427;150:0.008105567750424064","0.0126953125","Yes"
"152","152.803249957329","190.51417923013648","0.007568359375","0.012939453125","0.002197265625","1560","0.00031353569212588914","24","0.00031353569212588914","0","0.00031353569212588914","0.00031353569212588914","151:68;153:68","151:0.002160204401495225;153:0.0024790511561252893","151:0.002015764971515427;153:0.0022038101849313207","0.007568359375","Yes"
"153","166.15274304627266","48.035706533116986","0.0159912109375","0.023193359375","0.0087890625","1560","0.0002362165895438203","24","0.0002362165895438203","0","0.0002362165895438203","0.0002362165895438203","152:68;154:68","152:0.0024790511561252893;154:0.002033425919294396","152:0.0022038101849313207;154:0.0017819996662400972","0.0159912109375","Yes"
"154","190.84278845295285","118.15277121806228","0.0072021484375","0.0107421875","0.003662109375","1560","0.0002674721876068715","24","0.0002674721876068715","0","0.0002674721876068715","0.0002674721876068715","153:68;155:68","153:0.002033425919294396;155:0.0033626963499402696","153:0.0017819996662400972;155:0.002739081125577164","0.0072021484375","Yes"
"155","127.62944293268917","15.7834925999899","0.019775390625","0.03173828125","0.0078125","1560","0.0002021226258804699","24","0.0002021226258804699","0","0.0002021226258804699","0.0002021226258804699","139:68;154:68","139:0.0035177327386107793;154:0.0033626963499402696","139:0.0031650064232822406;154:0.002739081125577164","0.019775390625","Yes"
